county,countyCode,year,total_sol,city,cityCode,province,provinceCode
广汉市,510681,2013,2.1176413722347283,德阳市,510600,四川省,510000
绵竹市,510683,2013,0.672765674561713,德阳市,510600,四川省,510000
什邡市,510682,2013,0.9011545830031746,德阳市,510600,四川省,510000
华蓥市,511681,2013,0.48495045973695017,广安市,511600,四川省,510000
峨眉山市,511181,2013,0.8215005429727926,乐山市,511100,四川省,510000
江油市,510781,2013,0.4000676928587357,绵阳市,510700,四川省,510000
阆中市,511381,2013,0.5096507925592387,南充市,511300,四川省,510000
隆昌市,511083,2013,0.573943154823179,内江市,511000,四川省,510000
射洪市,510981,2013,0.41418738394680205,遂宁市,510900,四川省,510000
巴州区,511902,2013,0.4851823292213562,巴中市,511900,四川省,510000
恩阳区,511903,2013,0.05059317170880249,巴中市,511900,四川省,510000
成华区,510108,2013,25.917201912082714,成都市,510100,四川省,510000
金牛区,510106,2013,24.95806505396005,成都市,510100,四川省,510000
锦江区,510104,2013,33.088371956996646,成都市,510100,四川省,510000
龙泉驿区,510112,2013,6.863916113133718,成都市,510100,四川省,510000
郫都区,510117,2013,7.932070535091998,成都市,510100,四川省,510000
青白江区,510113,2013,4.731337507773186,成都市,510100,四川省,510000
青羊区,510105,2013,27.57042358294706,成都市,510100,四川省,510000
双流区,510116,2013,7.615034032418952,成都市,510100,四川省,510000
温江区,510115,2013,6.2374464807642855,成都市,510100,四川省,510000
武侯区,510107,2013,38.69508653294906,成都市,510100,四川省,510000
新都区,510114,2013,6.733828940887975,成都市,510100,四川省,510000
新津区,510118,2013,3.274965813326757,成都市,510100,四川省,510000
达川区,511703,2013,0.3524490388754654,达州市,511700,四川省,510000
通川区,511702,2013,0.6344737917279806,达州市,511700,四川省,510000
旌阳区,510603,2013,3.2482648171570747,德阳市,510600,四川省,510000
罗江区,510604,2013,0.41809496406287733,德阳市,510600,四川省,510000
广安区,511602,2013,0.6072779193495922,广安市,511600,四川省,510000
前锋区,511603,2013,0.8257502791799405,广安市,511600,四川省,510000
朝天区,510812,2013,0.08896117348020369,广元市,510800,四川省,510000
利州区,510802,2013,0.8770126310555807,广元市,510800,四川省,510000
昭化区,510811,2013,0.13307407838939814,广元市,510800,四川省,510000
金口河区,511113,2013,0.13958376085891155,乐山市,511100,四川省,510000
沙湾区,511111,2013,0.39930628523235867,乐山市,511100,四川省,510000
市中区,511102,2013,1.2170591017703405,乐山市,511100,四川省,510000
五通桥区,511112,2013,0.7878275715201944,乐山市,511100,四川省,510000
江阳区,510502,2013,1.1777294962506082,泸州市,510500,四川省,510000
龙马潭区,510504,2013,1.5711309579119523,泸州市,510500,四川省,510000
纳溪区,510503,2013,0.18823717946487487,泸州市,510500,四川省,510000
东坡区,511402,2013,0.6832656147799848,眉山市,511400,四川省,510000
彭山区,511403,2013,1.041721978740155,眉山市,511400,四川省,510000
安州区,510705,2013,0.2987087834464218,绵阳市,510700,四川省,510000
涪城区,510703,2013,4.091071962148662,绵阳市,510700,四川省,510000
游仙区,510704,2013,0.6818332115413234,绵阳市,510700,四川省,510000
高坪区,511303,2013,1.1722733350685903,南充市,511300,四川省,510000
嘉陵区,511304,2013,0.5116890126294554,南充市,511300,四川省,510000
顺庆区,511302,2013,2.3734433770961805,南充市,511300,四川省,510000
东兴区,511011,2013,0.4216722465567036,内江市,511000,四川省,510000
市中区,511002,2013,1.445825708968505,内江市,511000,四川省,510000
东区,510402,2013,8.329731315874943,攀枝花市,510400,四川省,510000
仁和区,510411,2013,0.8563641217489855,攀枝花市,510400,四川省,510000
西区,510403,2013,3.7663183362157238,攀枝花市,510400,四川省,510000
安居区,510904,2013,0.13913536917831754,遂宁市,510900,四川省,510000
船山区,510903,2013,2.088591613278279,遂宁市,510900,四川省,510000
名山区,511803,2013,0.21665318560377872,雅安市,511800,四川省,510000
雨城区,511802,2013,0.2831661894306393,雅安市,511800,四川省,510000
翠屏区,511502,2013,0.5694004829764667,宜宾市,511500,四川省,510000
南溪区,511503,2013,0.5130495158933258,宜宾市,511500,四川省,510000
叙州区,511504,2013,0.3075572105810904,宜宾市,511500,四川省,510000
雁江区,512002,2013,0.4129637383008999,资阳市,512000,四川省,510000
大安区,510304,2013,0.6798445648409349,自贡市,510300,四川省,510000
贡井区,510303,2013,0.44816888650506204,自贡市,510300,四川省,510000
沿滩区,510311,2013,0.8949078135759486,自贡市,510300,四川省,510000
自流井区,510302,2013,2.5918675751720524,自贡市,510300,四川省,510000
峨边彝族自治县,511132,2013,0.05461649477287587,乐山市,511100,四川省,510000
马边彝族自治县,511133,2013,0.04530589788816523,乐山市,511100,四川省,510000
北川羌族自治县,510726,2013,0.09345241921802862,绵阳市,510700,四川省,510000
怀宁县,340822,2013,0.36868818118203633,安庆市,340800,安徽省,340000
宿松县,340826,2013,0.06316963274513412,安庆市,340800,安徽省,340000
太湖县,340825,2013,0.08218952157363718,安庆市,340800,安徽省,340000
望江县,340827,2013,0.179668809565022,安庆市,340800,安徽省,340000
岳西县,340828,2013,0.08105908155440349,安庆市,340800,安徽省,340000
固镇县,340323,2013,0.2754135631349171,蚌埠市,340300,安徽省,340000
怀远县,340321,2013,0.29971343227545166,蚌埠市,340300,安徽省,340000
五河县,340322,2013,0.2606556574970502,蚌埠市,340300,安徽省,340000
利辛县,341623,2013,0.24891518018659445,亳州市,341600,安徽省,340000
蒙城县,341622,2013,0.48346807300659794,亳州市,341600,安徽省,340000
涡阳县,341621,2013,0.40241226130551705,亳州市,341600,安徽省,340000
东至县,341721,2013,0.09532150549715561,池州市,341700,安徽省,340000
青阳县,341723,2013,0.2916305388279226,池州市,341700,安徽省,340000
石台县,341722,2013,0.030102738171314977,池州市,341700,安徽省,340000
定远县,341125,2013,0.3093789384982899,滁州市,341100,安徽省,340000
凤阳县,341126,2013,0.4402187042212822,滁州市,341100,安徽省,340000
来安县,341122,2013,0.5737292652783688,滁州市,341100,安徽省,340000
全椒县,341124,2013,0.6279195298719176,滁州市,341100,安徽省,340000
阜南县,341225,2013,0.3069643765262209,阜阳市,341200,安徽省,340000
临泉县,341221,2013,0.3339288900167516,阜阳市,341200,安徽省,340000
太和县,341222,2013,0.45746780470261783,阜阳市,341200,安徽省,340000
颍上县,341226,2013,0.4918006008188962,阜阳市,341200,安徽省,340000
肥东县,340122,2013,0.9393850067573387,合肥市,340100,安徽省,340000
肥西县,340123,2013,1.2732605469933942,合肥市,340100,安徽省,340000
庐江县,340124,2013,0.3867492191224566,合肥市,340100,安徽省,340000
长丰县,340121,2013,0.8808236919509937,合肥市,340100,安徽省,340000
濉溪县,340621,2013,1.4117681162136675,淮北市,340600,安徽省,340000
凤台县,340421,2013,1.0577817110588617,淮南市,340400,安徽省,340000
寿县,340422,2013,0.17296575986048446,淮南市,340400,安徽省,340000
祁门县,341024,2013,0.013356349441932867,黄山市,341000,安徽省,340000
歙县,341021,2013,0.08875593050929265,黄山市,341000,安徽省,340000
休宁县,341022,2013,0.08635982198657328,黄山市,341000,安徽省,340000
黟县,341023,2013,0.02372541150734922,黄山市,341000,安徽省,340000
