year,regionid,regionName,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116,Ftec0101,Ftec0102,Ftec0103,Ifa0101,Ifa0102,Ifa0104,Pop01,Pop04,Pop05,Pop30,Tpt0101,Tpt0103,Tpt0104,ccnl1s,e1s,egdp1s,hdmsp1s,hviirs1s,viirs1s,vl1s,panda1s,ccnl1m,e1m,egdp1m,hdmsp1m,hviirs1m,panda1m,viirs1m,vl1m
2009,320000,江苏省,34457.3,2261.86,18566.37,13629.07,6.6,53.9,39.6,44744,33873970,19919919,13954051,18949.8746,14266.8014,4683.0732,7725,3429.9,4295.1,4995,1655.566,143803,134192,1505854.927,2.75E+11,911443.0645,2105185.227,,,364057.2181,108736179.6,12.15627372,2709373.637,8.993608742,17.00486725,,755.3889023,,0.734718495
2009,330000,浙江省,22990.35,1163.08,11908.49,9918.78,5.1,51.8,43.1,44641,18773086,13301295,5471791,10742.321,7454.3262,3287.9948,5180,2180.78,2999.22,4335,1678.244,106952,102153,871694.1097,1.61E+11,534326.8966,1262847.992,,,153874.3625,-23902819.18,7.071127786,1588572.843,5.283081,15.57737771,,-166.8586286,,0.312031265
2009,340000,安徽省,10062.82,1495.45,4905.22,3662.15,14.9,48.7,36.4,16408,1567773,888649,679124,8990.727,7945.4978,1045.2292,6131,3549.849,2581.151,2360,2849.88,149184,139424,469736.215,85525834642,293568.1265,733195.0706,,,66465.10331,72451183.62,2.838432514,608726.8576,2.08829987,11.35264134,,376.746789,,0.100404254
2009,350000,福建省,12236.53,1182.74,6005.3,5048.49,9.7,49.1,41.3,33840,7964959,5331911,2633048,6231.2039,5548.6078,682.5961,3627,1762.722,1864.278,2918,2109.719,89504,67512,488764.5772,86558049894,292987.9603,731205.7961,,,117853.0558,-59607333.38,3.501816463,718668.32,2.431529918,13.02329095,,-367.5140351,,0.21108664
2009,360000,江西省,7655.18,1098.66,3919.45,2637.07,14.4,51.2,34.4,17335,1277878,736849,541030,6643.1422,6008.1185,635.0237,4432,2518.3522,1913.8059,2447,2712.357,137011,92237,239189.3934,49870299367,167301.3955,384858.8392,,,29003.20207,38738721.9,1.264481938,298018.6773,0.998418043,10.99728528,,176.235528,,0.038331152
2009,370000,山东省,33896.65,3226.64,18901.83,11768.18,9.5,55.8,34.7,35894,13905337,7949071,5956266,19034.5274,15439.097,3595.4304,9470,4894.251,4576.049,4728,3685.695,226693,223992,1870046.405,2.37E+11,780639.359,2751713.827,,,536732.096,168658018.8,9.519565495,1534294.948,5.046837992,13.480284,,738.8364659,,0.683056643
2009,410000,河南省,19480.46,2769.05,11010.5,5700.91,14.2,56.5,29.3,20597,1347642,734538,613104,13704.5039,11454.8894,2249.6145,9487,5910,3577,4006,3949.232,242314,177235,1086412.176,1.40E+11,465406.5272,1621522.835,,,187180.0591,150009774.2,5.43041983,842999.7595,2.802723973,11.23082732,,645.2627982,,0.233901394
2009,420000,湖北省,12961.1,1795.9,6038.08,5127.12,13.9,46.6,39.6,22677,1725102,997880,727222,7866.8891,7183.6717,683.2174,5720,3088.8,2631.2,3662,2980.242,197196,168834,314824.5741,72224210918,243759.3221,498590.6627,,,43404.50543,62796980.02,1.446878424,387408.0017,1.306802288,12.44776073,,248.3603444,,0.049869289
2009,430000,湖南省,13059.69,1969.69,5687.19,5402.81,15.1,43.5,41.4,20428,1014947,549203,465743,7703.3812,6880.0027,823.3785,6406,3638.608,2767.392,3254,3693.031,191405,148180,267747.8236,59147495293,199125.4191,432110.3686,,,28968.27652,50941884.93,1.1151336,278210.2883,0.936140575,10.68795072,,182.5799409,,0.030161896
2009,440000,广东省,39482.56,2010.27,19419.7,18052.59,5.1,49.2,45.7,41166,61109405,35895489,25213916,12933.1217,10230.0526,2703.0691,9638,3527.508,6110.492,5512,2478.595,184960,160180,1445315.231,2.89E+11,940400.3091,2009838.745,,,752766.7912,18242738.83,7.272918909,1637850.562,5.33324399,20.05861554,,78.99766689,,0.946971503
2009,450000,广西壮族自治区,7759.16,1458.49,3381.54,2919.13,18.8,43.6,37.6,16045,1425473,837537,587936,5237.2398,4689.8801,547.3597,4856,2952.448,1903.552,1613,3125.982,100491,77154,418226.9349,62593575700,206089.1124,672953.1647,,,76579.72249,6571549.243,1.603442559,264060.4634,0.868810649,10.74140387,,21.68138055,,0.073399182
2009,460000,海南省,1654.21,462.19,443.43,748.59,27.9,26.8,45.3,19254,488163,130863,357300,988.3153,942.6794,45.6359,864,439.5524,424,482,387.292,20041,14459,135660.9762,19081782022,64187.24203,213843.1569,,,20266.72043,-132900056.9,2.942238274,570542.4121,1.917812666,11.91876986,,-2736.283307,,0.109883175
2009,500000,重庆市,6530.01,606.8,3448.77,2474.44,9.3,52.8,37.9,22920,771252,428007,343245,5214.2803,4855.1053,359.175,2859,1384.0419,1474.9581,1300,1317.678,110950,70425,174125.0072,31277316348,106800.4531,268986.3176,,,39159.51382,23659130.25,1.823020176,378476.938,1.292061528,13.01344706,,213.1626011,,0.102494268
2009,510000,四川省,14151.28,2240.61,6711.87,5198.8,15.8,47.4,36.7,17339,2416865,1416945,999920,11371.8725,9090.0851,2281.7874,8185,5017.405,3167.595,3844,3257.881,249168,183108,509576.285,1.01E+11,335666.136,792121.2902,,,117357.9949,69313259.58,0.898688271,206225.1523,0.688293879,12.91592366,,105.1951474,,0.051742755
2009,520000,贵州省,3912.68,550.27,1476.62,1885.79,14.1,37.7,48.2,10309,230421,135661,94760,2412.0161,2049.8252,362.1909,3798,2662.7778,1135.2222,1035,1982.651,142561,68046,176517.993,35558525514,122806.5488,290682.3216,,,24659.58384,26140744.2,0.891041476,201228.964,0.694721376,9.893593803,,113.5548869,,0.031119256
2009,530000,云南省,6169.75,1067.6,2582.53,2519.62,17.3,41.9,40.8,13539,804760,451325,353434,4526.3729,4117.5129,408.86,4571,3016.86,1554.14,1152,2474.772,206028,138150,450939.4117,92465715389,304153.1906,689027.6039,,,130520.131,44147657.71,1.061773041,240359.1132,0.790384306,12.93442367,,89.45399726,,0.076829256
2009,540000,西藏自治区,441.36,63.88,136.63,240.85,14.5,31,54.6,15295,40210,37547,2663,378.2757,327.635,50.6407,290,221.0029,69.0271,40,525.5,53845,26063,27099.61295,86220883779,278915.4554,43983.81569,,,13140.5679,-15223343.29,0.01914826,71495.76352,0.231279109,12.17622396,,-9.256689826,,0.002321234
2009,610000,陕西省,8169.8,789.64,4236.42,3143.74,9.7,51.9,38.5,21688,840539,398815,441724,6246.9044,5888.3715,358.5329,3772,2131.18,1640.82,2885,3319.5,144109,128487,584979.1125,96458591612,322267.6776,907906.9725,,,157815.5976,69358265.69,2.319423732,468315.3161,1.56448051,14.10974317,,236.6556181,,0.156431857
2010,500000,重庆市,7925.58,685.38,4359.12,2881.08,8.6,55,36.4,27596,1242707,748894,493814,6688.9139,6170.6095,518.3044,2885,1355,1529,,1396.247,116949,77175,200844.2671,34602409613,119021.1294,290049.3882,,,34698.48049,24489374.65,2.102760294,418712.8427,1.439906086,11.7085407,,220.6428869,,0.090818169
2010,120000,天津市,9224.46,145.58,4840.23,4238.65,1.6,52.5,46,72994,8210005,3748483,4461522,6278.0917,5896.5189,381.5728,1299,266,1034,,781.456,14832,14832,346603.9086,58396366452,192765.6767,463978.702,,,189531.5742,7552696.42,22.15544778,5137006.912,16.95725419,25.77621268,,415.438234,,3.028624177
2010,310000,上海市,17165.98,114.15,7218.32,9833.51,0.7,42.1,57.3,76074,36895065,18071398,18823667,5108.8956,4630.4723,478.4233,2303,246,2056,,422.407,11974,11974,344945.2106,66792121279,218568.7729,416504.8706,,,252570.6997,4098041.345,36.83551172,10448266.53,34.17972821,38.91396545,,376.5623882,,6.741829705
2010,510000,四川省,17185.48,2482.89,8672.18,6030.41,14.4,50.5,35.1,21182,3269386,1884062,1385324,13116.7166,11061.3813,2055.3353,8045,4812,3232,,3549.166,266082,205983,628184.5515,1.12E+11,375683.6443,910091.2902,,,133655.8204,72170845.64,1.107865701,229366.6508,0.770351028,10.55073778,,109.5320403,,0.058928413
2010,330000,浙江省,27722.31,1360.56,14297.93,12063.82,4.9,51.6,43.5,51711,25353466,18046478,7306987,12376.036,8438.0751,3937.9609,5447,2090,3356,,1774.637,110177,105851,1095695.12,1.79E+11,597588.8791,1546169.722,,,328310.9879,-24977404.98,8.888209895,1768818.54,5.908574831,17.04944813,,-174.3599995,,0.665759332
2010,440000,广东省,46013.06,2286.98,23014.53,20711.55,5,50,45,44736,78489612,45319116,33170496,15623.6976,12599.2607,3024.4369,10441,3531,6910,,2726.947,190144,170144,1418738.306,3.09E+11,1021206.107,2016667.965,,,521709.9796,13554971.11,7.139182116,1751155.482,5.791513761,16.23103187,,58.69793467,,0.656304833
2010,210000,辽宁省,18457.27,1631.08,9976.82,6849.37,8.8,54.1,37.1,42355,8071215,4309871,3761344,16043.0255,15106.3279,936.6976,4375,1658,2717,,4278.622,101545,84757,963711.405,1.26E+11,414245.3128,1359872.714,,,308887.0529,11016295.05,4.884207477,873210.6279,2.870964915,12.84940192,,48.04622318,,0.391359944
2010,360000,江西省,9451.26,1206.98,5122.88,3121.4,12.8,54.2,33,21253,2161918,1341606,820311,8772.2717,7856.9409,915.3308,4462,2496,1966,,2834.536,140597,101455,333121.9549,54767822966,185398.607,488982.3333,,,45641.85851,44366276.22,1.761059255,327256.3317,1.106418233,9.107614707,,201.837173,,0.060321099
2010,640000,宁夏回族自治区,1689.65,159.29,827.91,702.45,9.4,49,41.6,26860,195999,117000,78999,1444.1606,1292.802,151.3586,633,330,303,,1248.386,22518,21198,196309.8278,28166012199,95029.64326,273493.9059,,,57956.2865,18383832.64,3.002014141,541379.0635,1.826428412,11.01462806,,241.9283372,,0.221565479
2010,650000,新疆维吾尔自治区,5437.47,1078.63,2592.15,1766.69,19.8,47.7,32.5,25034,1713011,1296865,416146,3423.2441,3065.1329,358.1112,2185,1245,940,,4228.835,152843,98560,736134.3889,2.35E+11,770691.2623,1091459.443,,,195176.6218,36937435.51,0.339248697,144023.5245,0.472227048,9.684782066,,14.64897254,,0.022486801
2010,370000,山东省,39169.92,3588.28,21238.49,14343.14,9.2,54.2,36.6,41106,18915629,10422560,8493069,23280.5154,18844.4068,4436.1086,9588,4823,4765,,3833.426,229859,227719,1873154.925,2.61E+11,865616.4146,2645399.945,,,491849.386,154062354.5,9.535389576,1687687.417,5.59621515,13.14001847,,674.897561,,0.625937955
2010,630000,青海省,1350.43,134.92,744.63,470.88,10,55.1,34.9,24115,78896,46620,32276,1016.8686,840.0123,176.8563,563,311,252,,1863.292,62185,47604,110332.4745,64555527083,207853.7791,156586.4157,,,27812.62681,12739293.24,0.128328222,92471.06963,0.297725884,9.404884143,,12.75096553,,0.008087207
2010,610000,陕西省,10123.48,988.45,5446.1,3688.93,9.8,53.8,36.4,27133,1210168,620822,589347,7963.6658,7569.9009,393.7649,3735,2026,1709,,4079,147461,134498,798698.2475,1.10E+11,368851.9003,1120875.373,,,213272.3579,70957335.03,3.166813362,536347.9218,1.790628254,11.33338226,,242.111763,,0.211402368
2010,340000,安徽省,12359.33,1729.02,6436.62,4193.68,14,52.1,33.9,20888,2427337,1241289,1186048,11542.938,10281.286,1261.652,5957,3395,2562,,2849.854,149382,142341,704394.7997,97772140300,335438.3301,1010256.671,,,133219.0705,80192624.97,4.256382706,695864.7058,2.386143992,9.644023638,,417.0023517,,0.201244875
2010,220000,吉林省,8667.58,1050.15,4506.31,3111.12,12.1,52,35.9,31599,1684518,447585,1236933,7870.3844,7395.232,475.1524,2747,1281,1465,,4024.436,90437,81002,693333.545,77900181544,258579.6924,991727.0392,,,163758.8211,70427471.51,2.624328824,408072.9058,1.353367117,9.712034909,,229.4018784,,0.154959075
2010,130000,河北省,20394.26,2562.81,10707.68,7123.77,12.6,52.5,34.9,28668,4206037,2255644,1950393,15083.3532,12922.6572,2160.696,7194,3993,3201,,4916.406,154344,146053,1500945.82,1.83E+11,602965.5144,2111966.549,,,311327.2565,128833180.5,6.129117727,974154.9814,3.213243734,12.7968416,,452.7319579,,0.31782228
2010,460000,海南省,2064.5,539.83,571,953.67,26.1,27.7,46.2,23831,864858,232033,632825,1317.0434,1257.4997,59.5437,869,436,433,,693.748,21236,21012,171456.2353,21749482061,73114.18478,251411.7294,,,25731.23134,-131879561,3.718571929,650267.3561,2.184535512,10.42083553,,-2715.272285,,0.139510948
2010,110000,北京市,14113.58,124.36,3388.38,10600.84,0.9,24,75.1,73856,30172155,5543621,24628534,5402.952,4916.5257,486.4263,1962,275,1686,,1169.406,21114,20920,395193.2783,72134564002,239041.3697,499213.9412,,,292126.1824,42296909.85,18.38157892,4392072.013,14.5545714,27.88302995,,1693.038283,,3.396855418
2010,620000,甘肃省,4120.75,599.28,1984.97,1536.5,14.5,48.2,37.3,16113,740295,163778,576517,3158.3401,2808.5506,349.7895,2560,1635,925,,2441.355,118879,85733,391796.5655,71742048301,237334.4242,561824.902,,,90902.28249,42094623.48,0.7248341,168364.8726,0.556844096,8.418172467,,67.01684569,,0.042042585
2010,430000,湖南省,16037.96,2325.5,7343.19,6369.27,14.5,45.8,39.7,24719,1465639,795599,670040,9663.5841,8617.9844,1045.5997,6570,3725,2845,,3695.107,227998,184045,395408.9707,64380534215,219205.97,585357.5294,,,51909.05327,56624991.82,1.646825072,302824.7755,1.030544487,8.479259932,,202.9486674,,0.054047933
2010,530000,云南省,7224.18,1108.38,3223.49,2892.31,15.3,44.6,40,15752,1343012,760577,582435,5528.7146,5052.6134,476.1012,4602,3005,1597,,2473.413,209231,158120,603641.1749,1.02E+11,337932.1304,877819.251,,,129207.0656,48223189.99,1.4213216,264838.0954,0.878163573,8.710579963,,97.71202662,,0.076056334
2010,540000,西藏自治区,507.46,68.72,163.92,274.82,13.5,32.3,54.2,17027,83607,77103,6504,462.669,404.9806,57.6884,301,232,68,,531.547,60810,36229,33637.57538,90851088476,299439.4249,51826.79216,,,11016.65876,-14864212.89,0.023767906,75335.2048,0.248297763,8.562987287,,-9.03831738,,0.001946053
2010,350000,福建省,14737.12,1363.67,7522.83,5850.62,9.3,51,39.7,40025,10878329,7149313,3729016,8199.1248,7385.7807,813.3441,3693,1584,2109,,2111.419,91015,70655,543649.1043,94940697288,324115.137,799702.9765,,,121392.3736,-58186074.7,3.895043693,788241.0194,2.689856784,11.89690114,,-358.7511449,,0.217425913
2010,320000,江苏省,41425.48,2540.1,21753.93,17131.45,6.1,52.5,41.4,52840,46579896,27053869,19526027,23184.2827,17416.4655,5767.8172,7869,3102,4767,,1921.219,150307,141706,1724391.023,3.09E+11,1029229.71,2401883.725,,,645342.8583,106101597.9,13.92044406,3054413.63,10.15586127,17.89665378,,737.0864958,,1.302392344
2010,230000,黑龙江省,10368.6,1302.9,5204.11,3861.59,12.6,50.2,37.2,27076,2551542,1628079,923463,6812.5591,6292.674,519.8851,3833,1700,2134,,5785,151945,118917,1299884.826,1.45E+11,474066.787,1857506.498,,,260032.2001,127609786,1.925269665,320958.3178,1.047447003,9.088180925,,162.7231707,,0.096283106
2010,520000,贵州省,4602.16,625.03,1800.06,2177.07,13.6,39.1,47.3,13119,314680,192018,122662,3104.918,2609.3592,495.5588,3479,2303,1176,,2001.921,151644,72557,219614.5266,38894335295,135663.7223,325177.7569,,,26496.76776,29236157.99,1.108587564,220101.6359,0.767454902,8.356722186,,127.0013045,,0.033437697
2010,150000,内蒙古自治区,11672,1095.28,6367.69,4209.02,9.4,54.6,36.1,47347,872974,333443,539532,8926.4611,8687.9855,238.4756,2472,1100,1372,,8947.108,157994,144395,873197.1105,1.88E+11,614824.4075,1255981.369,,,263261.9712,53063488.11,0.545941655,164198.8822,0.536335026,10.82508638,,28.55020697,,0.041149054
2010,140000,山西省,9200.86,554.48,5234,3412.38,6,56.9,37.1,26283,1257622,470282,787341,6063.1711,5526.6025,536.5686,3574,1857,1717,,3752.352,131644,127664,865585.8182,1.34E+11,439919.7259,1211600.776,,,203301.8537,114552195,4.366763749,853351.0947,2.80112781,11.27684592,,497.3169333,,0.256406035
2010,450000,广西壮族自治区,9569.85,1675.06,4511.68,3383.11,17.5,47.1,35.4,20219,1773891,960307,813583,7057.5552,6383.2561,674.2991,4610,2766,1844,,3204.995,101782,81239,447939.7513,67553927980,225374.2171,668937.2588,,,55005.7238,11576525.83,1.71735869,284982.8528,0.950110938,8.671544494,,38.19419937,,0.052721203
2010,420000,湖北省,15967.61,2147,7767.24,6053.37,13.4,48.6,37.9,27906,2593211,1444180,1149032,10262.697,9405.6302,857.0668,5728,2881,2847,,3360.265,206211,187812,528677.9655,80173850703,272283.8788,774742.6353,,,91231.24452,67534779.89,2.429711034,430033.4293,1.459723439,9.072611895,,267.0982137,,0.104819471
2010,410000,河南省,23092.36,3258.09,13226.38,6607.89,14.1,57.3,28.6,24446,1783151,1052937,730214,16585.8591,13934.8197,2651.0394,9405,5784,3621,,4281.971,245089,182560,1165810.542,1.52E+11,510946.1801,1623061.369,,,205690.4668,147672742.6,5.827291727,915207.6711,3.076968251,10.2337625,,635.2101225,,0.257032117
2011,620000,甘肃省,5020.37,678.75,2377.83,1963.79,13.5,47.4,39.1,19595,872858,215878,656980,3965.7903,3870.08,,2564,1611,952.5966,1816,2441.543,123696,91692,333070.0674,76354484425,254683.8327,552590.0941,,,109516.9715,50721166.13,0.616188511,179187.6964,0.597550014,9.5672466,,80.75075349,,0.050651936
2011,140000,山西省,11237.55,641.42,6635.26,3960.87,5.7,59,35.2,31357,1474306,542512,931793,7073.0613,6837.6888,,3593,1807.9976,1785.0024,2347,3773.652,134808,131002,808788.9053,1.41E+11,466618.3299,1282422.063,,,249141.9102,137985187,4.080230981,897405.3843,2.971127466,11.28512711,,599.0489318,,0.314219906
2011,450000,广西壮族自治区,11720.87,2047.23,5675.32,3998.33,17.5,48.4,34.1,25326,2335597,1245776,1089821,7990.6554,7580.8991,,4645,2703.39,1941.61,3172,3194.211,104889,87296,467784.1555,71682643327,240695.4544,807481.2392,,,98427.04665,22849762.76,1.793440261,302384.9347,1.014700736,9.395455271,,75.38776376,,0.094339134
2011,540000,西藏自治区,605.83,74.47,208.79,322.57,12.3,34.5,53.2,20077,135837,118285,17552,516.3099,516.3099,,303,234.4206,68.8794,117,531.547,63108,38911,32393.5953,93977251434,313524.8681,55493.18431,,,19185.29139,-14225018.85,0.022888924,77927.47013,0.259977534,9.658148616,,-8.649649736,,0.003389012
2011,440000,广东省,53210.28,2665.2,26447.38,24097.7,5,49.7,45.3,50807,91346733,53192657,38154076,17069.2048,16599.1635,,10505,3519.1243,6985.7245,8852,2832.148,190724,172382,1595127.428,3.32E+11,1101229.43,2456277.8,,,1017971.402,47113299.41,8.02678349,1884018.052,6.245345926,19.20757443,,204.0176515,,1.28059569
2011,150000,内蒙古自治区,14359.88,1306.3,8037.69,5015.89,9.1,56,34.9,57974,1193090,468697,724393,10365.1692,10252.9744,,2482,1076.5658,1405.1442,2532,9161.856,160995,147946,837036.9339,2.00E+11,658113.3529,1346446.439,,,384355.7974,66186354.4,0.523333534,174533.6837,0.574097641,11.1988665,,35.61081609,,0.060076575
2011,360000,江西省,11702.82,1391.07,6390.55,3921.2,11.9,54.6,33.5,26150,3146881,2187606,959275,9087.5985,8753.9281,,4488,2437.2211,2051.2156,2536,2834.546,146632,114463,333682.4796,58516479500,199085.2887,568521.149,,,75573.67567,52804374.51,1.764022486,349651.6483,1.188097348,10.42598193,,240.2249318,,0.099879525
2011,310000,上海市,19195.69,124.94,7927.89,11142.86,0.7,41.3,58,82560,43754862,20967384,22787477,4962.0742,4959.9267,,2347,251.1782,2096.2818,4063,461.27,12084,12084,333149.3865,69862960482,230772.5464,439577.651,,,341379.5706,10228046.09,35.57587628,10928636.76,36.08815115,40.65911501,,939.8386058,,9.112390837
2011,430000,湖南省,19669.56,2768.03,9361.99,7539.54,14.1,47.6,38.3,29880,1894376,990380,903997,11880.9154,11407.7428,,6596,3620.9844,2974.6156,4114,3696.254,232190,198903,384907.6394,68461096168,234484.8594,666313.9765,,,73522.38825,66461648.42,1.603088443,322013.8477,1.102374534,9.767521128,,238.2040605,,0.076551831
2011,630000,青海省,1670.44,155.08,975.18,540.18,9.3,58.4,32.3,29522,92382,66182,26199,1435.5769,1365.9129,,568,305,262.6082,405,1857.621,64280,49971,101230.3039,67304169907,219119.2811,165138.8745,,,39387.85694,14482308.22,0.117741444,96408.29939,0.31386238,9.804086199,,14.49557753,,0.011452991
2011,120000,天津市,11307.28,159.72,5928.32,5219.24,1.4,52.4,46.2,85213,10337616,4448194,5889422,7067.6653,7040.6834,,1355,264.225,1090.775,2313,866.862,15163,15163,333457.947,61420895978,204427.3214,465746.9804,,,256130.7408,14528875.36,21.31513797,5403068.485,17.98310836,25.79910428,,799.1649587,,4.092847101
2011,530000,云南省,8893.12,1411.01,3780.32,3701.79,15.9,42.5,41.6,19265,1602877,947245,655632,6190.9988,5932.7499,,4631,2926.6656,1704.1344,2558,2491.258,214524,165843,535465.1543,1.08E+11,360616.6552,886983.7529,,,165541.586,60854189.8,1.260795687,280674.4236,0.937112461,9.469101699,,123.3055344,,0.097444254
2011,340000,安徽省,15300.65,2015.31,8309.38,4975.95,13.2,54.3,32.5,25659,3130924,1708264,1422661,12455.6893,12007.865,,5968,3294.336,2673.664,3218,3120.774,149535,143403,738131.6147,1.08E+11,370423.2285,1198972.176,,,222011.2178,93029667.11,4.460241105,770685.6879,2.635009424,10.52348718,,483.7550832,,0.335377056
2011,460000,海南省,2522.66,659.23,714.5,1148.93,26.1,28.3,45.5,28898,1275604,254162,1021442,1657.2337,1599.1401,,877,434.2833,443.0567,526,693.748,22916,22104,161111.7808,23255355383,78510.12567,263385.3255,,,36305.80422,-128539815.5,3.494219644,695290.0496,2.34575764,11.51316913,,-2646.510163,,0.196844726
2011,650000,新疆维吾尔自治区,6610.05,1139.03,3225.9,2245.12,17.2,48.8,34,30087,2281967,1682572,599395,4632.1427,4444.9863,,2209,1247.0377,961.6723,2433,4319.746,155150,104336,746817.9583,2.49E+11,823339.142,1253686.239,,,306289.1925,51793992.59,0.344172237,152524.4875,0.504486078,10.4896022,,20.54091641,,0.035288366
2011,230000,黑龙江省,12582,1701.5,6330.53,4549.97,13.5,50.3,36.2,32819,3852268,1767298,2084969,7475.3845,7157.9198,,3834,1667.79,2166.21,2945,5945.3,155592,124132,1034142.244,1.52E+11,501354.3335,1736902.545,,,338071.3661,146732715.4,1.531676232,336264.4081,1.107738632,9.641140317,,187.1080067,,0.125178963
2011,330000,浙江省,32318.85,1583.04,16555.58,14180.23,4.9,51.2,43.9,59249,30937776,21634949,9302827,14185.2838,13651.6501,,5463,2059.551,3403.449,5547,1779.06,111776,107880,1090026.333,1.91E+11,639761.3567,1675119.925,,,480366.2267,-546621.902,8.842225047,1885142.116,6.325549189,19.2991555,,-3.815808514,,0.974101721
2011,350000,福建省,17560.18,1612.24,9069.2,6878.74,9.2,51.6,39.2,47377,14352243,9283778,5068465,9910.8906,9677.088,,3720,1558.68,2161.32,3583,2110.306,92322,73669,574088.0354,1.03E+11,352696.0305,940373.1412,,,238426.4092,-45527077.07,4.113127316,858915.5972,2.927051846,14.6777568,,-280.7010287,,0.427045605
2011,640000,宁夏回族自治区,2102.21,184.14,1056.15,861.92,8.8,50.2,41,33043,228575,159943,68632,1644.7418,1589.141,,639,320.876,318,452,1266.475,24506,23875,179049.4221,30242843989,102502.9588,283718.1137,,,81938.77889,20986242.96,2.738064127,581286.6849,1.970062286,11.89330939,,276.1756463,,0.313249967
2011,520000,贵州省,5701.84,726.22,2194.33,2781.29,12.7,38.5,48.8,16413,488758,298509,190249,4235.9221,4026.468,,3469,2256.0555,1212.6645,2232,2070.016,157820,79643,206404.2329,41664205386,146058.1177,360786.349,,,35912.62978,35027088.96,1.0419036,235772.2278,0.826256397,9.386345515,,152.1569965,,0.04532008
2011,130000,河北省,24515.76,2905.73,13126.86,8483.17,11.9,53.5,34.6,33969,5360084,2856985,2503099,16389.3255,15780.2568,,7241,3938.8374,3302,3045,5170.482,156965,149057,1360930.369,1.94E+11,643652.4039,2164317.208,,,405346.8464,158663233.2,5.557364126,1033618.602,3.430066902,13.03269399,,557.5575789,,0.413803341
2011,370000,山东省,45361.85,3973.85,24017.11,17370.89,8.8,52.9,38.3,47335,23588608,12571257,11017351,26749.6777,25907.3848,,9637,4726.9485,4910.0515,6885,4200.298,233190,231428,1811766.925,2.77E+11,925225.0229,2784722.459,,,677279.394,194461149.9,9.222890866,1793638.575,5.981585149,13.87388096,,851.8716735,,0.861920113
2011,610000,陕西省,12512.3,1220.9,6935.59,4355.81,9.8,55.4,34.8,33464,1464727,703503,761224,9431.0817,9108.9841,,3743,1973,1770.2498,3050,4083.407,151986,139453,667772.4907,1.17E+11,393739.6408,1083822.129,,,203494.5489,83905389.33,2.647696865,568485.0757,1.911448267,11.4957407,,286.2914979,,0.201710292
2011,410000,河南省,26931.03,3512.24,15427.08,7991.72,13,57.3,29.7,28661,3262258,1923991,1338267,17768.9528,16934.3229,,9388,5579.2884,3808.7116,5612,4261.071,247587,191234,1164663.663,1.64E+11,551623.1823,1858226.027,,,337007.8863,175836012.4,5.821559061,985300.6058,3.321929167,10.89551051,,756.3536306,,0.421127201
2011,110000,北京市,16251.93,136.27,3752.48,12363.18,0.8,23.1,76.1,81658,38955598,5899715,33055883,5578.9271,5519.8403,,2019,278.5668,1740.0332,5597,1228.442,21347,21155,363178.596,75123648996,251589.2304,487835.1137,,,396242.5505,48839039.95,16.89248373,4574069.045,15.31857612,28.41130981,,1954.903198,,4.607524884
2011,500000,重庆市,10011.37,844.52,5543.04,3623.81,8.4,55.4,36.2,34500,2920764,1983165,937599,7473.3787,7366.9542,,2919,1312.9662,1606.0338,2696,1373.367,118562,83614,198438.2943,36970269293,127843.5269,333504.3059,,,42245.02618,28326383.33,2.077570707,447365.5656,1.546638596,12.04016835,,255.2133356,,0.110570143
2011,210000,辽宁省,22226.7,1915.57,12152.15,8158.98,8.6,54.7,36.7,50760,9603585,5104236,4499350,17726.2865,17431.4614,,4383,1575.6885,2807.3115,4500,4302.275,104026,87650,935860.061,1.34E+11,442058.905,1474497.541,,,448412.7397,30213353.78,4.743053453,926001.4559,3.063729552,12.081935,,131.7718463,,0.568139011
2011,220000,吉林省,10568.83,1277.44,5611.48,3679.91,12.1,53.1,34.8,38460,2206093,499772,1706322,7441.71,7226.6494,,2749,1281.2251,1468.1849,2031,3988.137,91754,83790,591985.3495,82298547137,275161.4391,1005147.431,,,210980.9555,77488705.48,2.240716935,431106.5627,1.440153479,10.62455577,,252.402283,,0.19964368
2011,420000,湖北省,19632.26,2569.3,9815.94,7247.02,13.1,50,36.9,34197,3358693,1953460,1405233,12557.3401,12195.3892,,5758,2774,2984.1123,5181,3354.868,212747,196452,493906.7855,85531913604,292006.5679,843443.2549,,,126522.4044,79875797.13,2.269908801,458762.959,1.565457468,10.23061428,,315.9066005,,0.145366992
2011,320000,江苏省,49110.27,3064.77,25203.28,20842.21,6.2,51.3,42.4,62290,53958089,31259006,22699084,26692.6245,26313.4617,,7899,3010,4889.3572,7651,2349.576,152247,144113,1757597.675,3.32E+11,1107953.162,2596526.384,,,951837.3098,140403900.7,14.18851049,3278350.84,10.93266012,19.28066994,,975.3841715,,1.920941108
2011,510000,四川省,21026.68,2983.51,11029.13,7014.04,14.2,52.5,33.4,26133,4772417,2902728,1869688,14222.2223,13687.7466,,8050,4682.685,3367.315,5338,3516.427,283268,220947,543165.6694,1.17E+11,397282.6048,914366.1137,,,124971.037,84371339.57,0.957926478,240184.4969,0.81464037,10.3932863,,128.0484507,,0.05509932
