region,regionCode,year,total_sol
吉林省,220000,1998,3.678514020401834E10
江苏省,320000,1998,1.1902854137113208E11
江西省,360000,1998,2.3118154525619698E10
辽宁省,210000,1998,5.851215406184013E10
青海省,630000,1998,3.744932436839038E10
山东省,370000,1998,1.1245569830713524E11
山西省,140000,1998,6.728536945624032E10
陕西省,610000,1998,4.419333441613092E10
四川省,510000,1998,5.0770387636367035E10
台湾省,710000,1998,51703.309007352946
云南省,530000,1998,4.710872716490226E10
浙江省,330000,1998,6.864824208210024E10
北京市,110000,1998,3.641334757012292E10
上海市,310000,1998,3.274402884222942E10
天津市,120000,1998,2.7309286805812702E10
重庆市,500000,1998,1.5155595496102232E10
广西壮族自治区,450000,1998,3.2234526039985504E10
内蒙古自治区,150000,1998,9.113708428485405E10
宁夏回族自治区,640000,1998,1.1163599389504618E10
西藏自治区,540000,1998,5.614243330962805E10
新疆维吾尔自治区,650000,1998,1.236362519553067E11
澳门特别行政区,820000,1998,4566057.862745098
香港特别行政区,810000,1998,2.2627288123980515E10
安徽省,340000,1999,4.26715943779586E10
福建省,350000,1999,4.5749174181279144E10
甘肃省,620000,1999,3.742010391433886E10
广东省,440000,1999,1.6141907143496527E11
贵州省,520000,1999,1.9821520651376194E10
海南省,460000,1999,9.723184975933594E9
河北省,130000,1999,8.797926353859184E10
河南省,410000,1999,7.246918677360655E10
黑龙江省,230000,1999,7.354937574351851E10
湖北省,420000,1999,4.031804168750117E10
湖南省,430000,1999,3.1051201154536537E10
吉林省,220000,1999,3.785785446994942E10
江苏省,320000,1999,1.228879797784913E11
江西省,360000,1999,2.405614100789043E10
辽宁省,210000,1999,6.02670438901715E10
青海省,630000,1999,3.843916429143294E10
山东省,370000,1999,1.1673365892768217E11
山西省,140000,1999,6.917399059181863E10
陕西省,610000,1999,4.582634883747396E10
四川省,510000,1999,5.2649587950844734E10
台湾省,710000,1999,51616.57604166667
云南省,530000,1999,4.9486246060083405E10
浙江省,330000,1999,7.252754472267778E10
北京市,110000,1999,3.751590983278099E10
上海市,310000,1999,3.4090632803819122E10
天津市,120000,1999,2.818705528773483E10
重庆市,500000,1999,1.5641019452741327E10
广西壮族自治区,450000,1999,3.3355439179223858E10
内蒙古自治区,150000,1999,9.37070405989083E10
宁夏回族自治区,640000,1999,1.152837604208191E10
西藏自治区,540000,1999,5.75707287000147E10
新疆维吾尔自治区,650000,1999,1.2797096220860822E11
澳门特别行政区,820000,1999,4674316.409803921
香港特别行政区,810000,1999,2.306773663391532E10
安徽省,340000,2000,4.4437402934936035E10
福建省,350000,2000,4.82833347559025E10
甘肃省,620000,2000,3.893228459675661E10
广东省,440000,2000,1.7013920878963882E11
贵州省,520000,2000,2.06814520954379E10
海南省,460000,2000,1.0354229066708984E10
河北省,130000,2000,9.151233584461635E10
河南省,410000,2000,7.51292935105508E10
黑龙江省,230000,2000,7.762687899570447E10
湖北省,420000,2000,4.2016151116772446E10
湖南省,430000,2000,3.246030407674233E10
吉林省,220000,2000,4.079164696088202E10
江苏省,320000,2000,1.2836006986050208E11
江西省,360000,2000,2.4931306261244114E10
辽宁省,210000,2000,6.442100989998138E10
青海省,630000,2000,3.984460475103632E10
山东省,370000,2000,1.2269089457411829E11
山西省,140000,2000,7.179753750989618E10
陕西省,610000,2000,4.8139466627892586E10
四川省,510000,2000,5.570803642171788E10
台湾省,710000,2000,52571.8643382353
云南省,530000,2000,5.194967280463115E10
浙江省,330000,2000,7.77952733165805E10
北京市,110000,2000,3.9404063141656105E10
上海市,310000,2000,3.574089761233308E10
天津市,120000,2000,2.93898860751055E10
重庆市,500000,2000,1.6387924887524288E10
广西壮族自治区,450000,2000,3.491070848594392E10
内蒙古自治区,150000,2000,9.794509933730304E10
宁夏回族自治区,640000,2000,1.2056930032283434E10
西藏自治区,540000,2000,5.9520406583033264E10
新疆维吾尔自治区,650000,2000,1.3390956994584308E11
澳门特别行政区,820000,2000,4827959.694117647
香港特别行政区,810000,2000,2.429679404203995E10
安徽省,340000,2001,4.609141640748389E10
福建省,350000,2001,5.0586443147950325E10
甘肃省,620000,2001,4.06398863806411E10
广东省,440000,2001,1.7788550295054E11
贵州省,520000,2001,2.1535022444119934E10
海南省,460000,2001,1.0970064005146484E10
河北省,130000,2001,9.585371909360124E10
河南省,410000,2001,7.83774231175536E10
黑龙江省,230000,2001,8.084584622969821E10
湖北省,420000,2001,4.3723571506228584E10
湖南省,430000,2001,3.3887068910040287E10
吉林省,220000,2001,4.2307075653423485E10
江苏省,320000,2001,1.3419800988288094E11
江西省,360000,2001,2.6089140547392296E10
辽宁省,210000,2001,6.7326608788794624E10
青海省,630000,2001,4.1413343066883995E10
山东省,370000,2001,1.2974589288328609E11
山西省,140000,2001,7.478570288773323E10
陕西省,610000,2001,5.058800377516982E10
四川省,510000,2001,5.888818808303988E10
台湾省,710000,2001,52714.09846813726
云南省,530000,2001,5.475601881973411E10
浙江省,330000,2001,8.3209678723821E10
北京市,110000,2001,4.192858798012844E10
上海市,310000,2001,3.7191014542297165E10
天津市,120000,2001,3.095180489347812E10
重庆市,500000,2001,1.722252693439758E10
广西壮族自治区,450000,2001,3.6395761907596825E10
内蒙古自治区,150000,2001,1.017339708184955E11
宁夏回族自治区,640000,2001,1.263320435121795E10
西藏自治区,540000,2001,6.1497331962668304E10
新疆维吾尔自治区,650000,2001,1.3961326931778885E11
澳门特别行政区,820000,2001,4983768.796078432
香港特别行政区,810000,2001,2.4408950324427208E10
安徽省,340000,2002,5.050972261436982E10
福建省,350000,2002,5.420580249582087E10
甘肃省,620000,2002,4.3513770594099045E10
广东省,440000,2002,1.8973412671243503E11
贵州省,520000,2002,2.3281512868694645E10
海南省,460000,2002,1.1780273541490562E10
河北省,130000,2002,1.0264820605208379E11
河南省,410000,2002,8.548527323935374E10
黑龙江省,230000,2002,8.671973419208594E10
湖北省,420000,2002,4.701478527317497E10
湖南省,430000,2002,3.7084225592201385E10
吉林省,220000,2002,4.485298972893246E10
江苏省,320000,2002,1.5428069733079993E11
江西省,360000,2002,2.9560756342561222E10
辽宁省,210000,2002,7.120399240096237E10
青海省,630000,2002,4.352586674311528E10
山东省,370000,2002,1.419684543552721E11
山西省,140000,2002,7.998114545118753E10
陕西省,610000,2002,5.4992115629045616E10
四川省,510000,2002,6.515972825597528E10
台湾省,710000,2002,52755.512009803926
云南省,530000,2002,5.871333165710531E10
浙江省,330000,2002,9.681068332382938E10
北京市,110000,2002,4.512607194196904E10
上海市,310000,2002,4.080298474848298E10
天津市,120000,2002,3.310616369304261E10
重庆市,500000,2002,1.9243895708983334E10
广西壮族自治区,450000,2002,3.896218611953619E10
内蒙古自治区,150000,2002,1.0784144415983119E11
宁夏回族自治区,640000,2002,1.3628443364137344E10
西藏自治区,540000,2002,6.427259958491721E10
新疆维吾尔自治区,650000,2002,1.4780812469325797E11
澳门特别行政区,820000,2002,5215780.611764707
香港特别行政区,810000,2002,2.517707732795711E10
安徽省,340000,2003,5.532383247565327E10
福建省,350000,2003,5.848976036422082E10
甘肃省,620000,2003,4.641624228850314E10
广东省,440000,2003,2.015740488851649E11
贵州省,520000,2003,2.5610717600247658E10
海南省,460000,2003,1.2856964396856855E10
河北省,130000,2003,1.1010952809433617E11
河南省,410000,2003,9.247917482215027E10
黑龙江省,230000,2003,9.191654190501102E10
湖北省,420000,2003,5.0463614879937904E10
湖南省,430000,2003,4.064052778733229E10
吉林省,220000,2003,4.7820521590207115E10
江苏省,320000,2003,1.7027742555647815E11
江西省,360000,2003,3.3801455903666317E10
辽宁省,210000,2003,7.584831204402484E10
青海省,630000,2003,4.55691000292569E10
山东省,370000,2003,1.5515516869726328E11
山西省,140000,2003,8.494318390780782E10
陕西省,610000,2003,6.001695357924783E10
四川省,510000,2003,7.02985803514276E10
台湾省,710000,2003,53292.30637254902
云南省,530000,2003,6.317993380538178E10
浙江省,330000,2003,1.061557442496686E11
北京市,110000,2003,4.703167932949947E10
上海市,310000,2003,4.2958740791539925E10
天津市,120000,2003,3.490220525665875E10
重庆市,500000,2003,2.1012053614824677E10
广西壮族自治区,450000,2003,4.274838959142967E10
内蒙古自治区,150000,2003,1.1497526644083556E11
宁夏回族自治区,640000,2003,1.5215243546972134E10
西藏自治区,540000,2003,6.6730315450089226E10
新疆维吾尔自治区,650000,2003,1.559779811697879E11
澳门特别行政区,820000,2003,5401500.243137255
香港特别行政区,810000,2003,2.5693277938046078E10
安徽省,340000,2004,6.014351050615785E10
福建省,350000,2004,6.349528568266576E10
甘肃省,620000,2004,4.9513455644341194E10
广东省,440000,2004,2.2327449772942114E11
贵州省,520000,2004,2.758147227297645E10
海南省,460000,2004,1.3947714957942999E10
河北省,130000,2004,1.2057124423122469E11
河南省,410000,2004,1.0057620114208485E11
黑龙江省,230000,2004,9.834361049026741E10
湖北省,420000,2004,5.4788538237247635E10
湖南省,430000,2004,4.529373549265316E10
吉林省,220000,2004,5.104359648829058E10
江苏省,320000,2004,1.922271369162076E11
江西省,360000,2004,3.791635940051027E10
辽宁省,210000,2004,8.222267334243805E10
青海省,630000,2004,4.7977106401252914E10
山东省,370000,2004,1.7433131987265247E11
山西省,140000,2004,9.264599827669653E10
陕西省,610000,2004,6.631310256880901E10
四川省,510000,2004,7.588895686329567E10
台湾省,710000,2004,54074.59154411765
云南省,530000,2004,6.757169062146597E10
浙江省,330000,2004,1.1680191474253583E11
北京市,110000,2004,5.125047975885741E10
上海市,310000,2004,4.7441347383226524E10
天津市,120000,2004,3.880180479413942E10
重庆市,500000,2004,2.31963457592587E10
广西壮族自治区,450000,2004,4.619265683606466E10
内蒙古自治区,150000,2004,1.240786766998658E11
宁夏回族自治区,640000,2004,1.705362080645539E10
西藏自治区,540000,2004,6.993669981536728E10
新疆维吾尔自治区,650000,2004,1.6617019096228854E11
澳门特别行政区,820000,2004,5688295.101960785
香港特别行政区,810000,2004,2.7390421677325493E10
安徽省,340000,2005,6.36556628979416E10
福建省,350000,2005,6.709008473676322E10
甘肃省,620000,2005,5.207362100838013E10
广东省,440000,2005,2.3408957023900208E11
贵州省,520000,2005,2.894779004616261E10
海南省,460000,2005,1.46649564806706E10
河北省,130000,2005,1.2748576190899973E11
河南省,410000,2005,1.0721178397511018E11
黑龙江省,230000,2005,1.0366728497332793E11
湖北省,420000,2005,5.746519060687527E10
湖南省,430000,2005,4.749987223177731E10
吉林省,220000,2005,5.405913267134701E10
江苏省,320000,2005,2.0482386987481686E11
江西省,360000,2005,3.971457737933709E10
辽宁省,210000,2005,8.719655623166599E10
青海省,630000,2005,5.026851323665267E10
山东省,370000,2005,1.8583030640530035E11
山西省,140000,2005,9.811551994987318E10
陕西省,610000,2005,7.09397456144928E10
四川省,510000,2005,7.974437260074103E10
台湾省,710000,2005,54673.21378676471
云南省,530000,2005,7.1381395291757E10
浙江省,330000,2005,1.235698566363793E11
北京市,110000,2005,5.38444770750115E10
上海市,310000,2005,5.034642849003793E10
天津市,120000,2005,4.114067671884523E10
重庆市,500000,2005,2.4587980458096405E10
广西壮族自治区,450000,2005,4.852016600214051E10
内蒙古自治区,150000,2005,1.3123914541419797E11
宁夏回族自治区,640000,2005,1.816829243888713E10
西藏自治区,540000,2005,7.315525950217935E10
新疆维吾尔自治区,650000,2005,1.7506384335554013E11
澳门特别行政区,820000,2005,5946800.847058823
香港特别行政区,810000,2005,2.8737805365964703E10
安徽省,340000,2006,6.922714205081467E10
福建省,350000,2006,7.240665021926628E10
甘肃省,620000,2006,5.558478522302828E10
广东省,440000,2006,2.4891354595772488E11
贵州省,520000,2006,3.076642845257289E10
海南省,460000,2006,1.5708298408014595E10
河北省,130000,2006,1.3731574556631702E11
河南省,410000,2006,1.180935868438259E11
黑龙江省,230000,2006,1.1037928947637874E11
湖北省,420000,2006,6.1417854846883095E10
湖南省,430000,2006,5.081318289157977E10
吉林省,220000,2006,5.76537385899614E10
江苏省,320000,2006,2.257741939897408E11
江西省,360000,2006,4.226427224863271E10
辽宁省,210000,2006,9.374078028765503E10
青海省,630000,2006,5.316528773821965E10
山东省,370000,2006,2.0371869674653876E11
山西省,140000,2006,1.0535756171227618E11
陕西省,610000,2006,7.832292676484824E10
四川省,510000,2006,8.575995142731447E10
台湾省,710000,2006,55190.13290441177
云南省,530000,2006,7.66794257784443E10
浙江省,330000,2006,1.3486137280318799E11
北京市,110000,2006,5.743553312504531E10
上海市,310000,2006,5.4226831489676285E10
天津市,120000,2006,4.461828851818179E10
重庆市,500000,2006,2.6702890029118153E10
广西壮族自治区,450000,2006,5.183234010456096E10
内蒙古自治区,150000,2006,1.4231992112575934E11
宁夏回族自治区,640000,2006,2.0071422380182064E10
西藏自治区,540000,2006,7.696939335567583E10
新疆维吾尔自治区,650000,2006,1.8727403041976254E11
澳门特别行政区,820000,2006,6250050.137254901
香港特别行政区,810000,2006,3.0099282053143627E10
安徽省,340000,2007,7.568214780238823E10
福建省,350000,2007,7.737693925743106E10
甘肃省,620000,2007,5.865415947562506E10
广东省,440000,2007,2.640162698003068E11
贵州省,520000,2007,3.2536768217056805E10
海南省,460000,2007,1.6807801975864967E10
河北省,130000,2007,1.4746986580694125E11
河南省,410000,2007,1.264528754113095E11
黑龙江省,230000,2007,1.1734401556293484E11
湖北省,420000,2007,6.613917732232251E10
湖南省,430000,2007,5.442541815927837E10
吉林省,220000,2007,6.167437091417026E10
江苏省,320000,2007,2.4391583416430023E11
江西省,360000,2007,4.538793701803414E10
辽宁省,210000,2007,1.0065980806388347E11
青海省,630000,2007,5.594368420043978E10
山东省,370000,2007,2.1640663772594238E11
山西省,140000,2007,1.1162986198257494E11
陕西省,610000,2007,8.389742691423396E10
四川省,510000,2007,9.052260720911372E10
台湾省,710000,2007,55797.99093137255
云南省,530000,2007,8.212553712690866E10
浙江省,330000,2007,1.4529293008026047E11
北京市,110000,2007,6.0565979280650826E10
上海市,310000,2007,5.730103788116755E10
天津市,120000,2007,4.766961513227212E10
重庆市,500000,2007,2.8392995941858692E10
广西壮族自治区,450000,2007,5.574256588046353E10
内蒙古自治区,150000,2007,1.5263277594430228E11
宁夏回族自治区,640000,2007,2.1534656545246323E10
西藏自治区,540000,2007,8.064243779619972E10
新疆维吾尔自治区,650000,2007,1.988255230222343E11
澳门特别行政区,820000,2007,6543208.298039215
香港特别行政区,810000,2007,3.1395618981493633E10
安徽省,340000,2008,8.192572967922482E10
福建省,350000,2008,8.289899678876637E10
甘肃省,620000,2008,6.176353790604554E10
广东省,440000,2008,2.7597197257685834E11
贵州省,520000,2008,3.3920160576827393E10
海南省,460000,2008,1.786303455238752E10
河北省,130000,2008,1.5505051295984048E11
河南省,410000,2008,1.3430791741372652E11
黑龙江省,230000,2008,1.2328108446753326E11
湖北省,420000,2008,6.933714441293745E10
湖南省,430000,2008,5.6798699827173454E10
吉林省,220000,2008,6.4980017147433044E10
江苏省,320000,2008,2.6261244531184866E11
江西省,360000,2008,4.784775589721236E10
辽宁省,210000,2008,1.0583208657970435E11
青海省,630000,2008,5.7936301100798996E10
山东省,370000,2008,2.2560706777513663E11
山西省,140000,2008,1.1718324896904692E11
陕西省,610000,2008,9.047365378042981E10
四川省,510000,2008,9.419767371529317E10
台湾省,710000,2008,55391.728308823534
云南省,530000,2008,8.649366617291484E10
浙江省,330000,2008,1.544527967588993E11
北京市,110000,2008,6.295319064075725E10
上海市,310000,2008,5.965908507598119E10
天津市,120000,2008,5.031634682853318E10
重庆市,500000,2008,2.9557096385597794E10
广西壮族自治区,450000,2008,5.947323572516042E10
内蒙古自治区,150000,2008,1.6094983278308752E11
宁夏回族自治区,640000,2008,2.308249215819265E10
西藏自治区,540000,2008,8.289645463847908E10
新疆维吾尔自治区,650000,2008,2.0713083684975455E11
澳门特别行政区,820000,2008,6722694.4431372555
香港特别行政区,810000,2008,3.1870884660697056E10
安徽省,340000,2009,8.552583464161786E10
福建省,350000,2009,8.655804989358627E10
甘肃省,620000,2009,6.528352104215248E10
广东省,440000,2009,2.886119870523465E11
贵州省,520000,2009,3.555852551367344E10
海南省,460000,2009,1.9081782022375107E10
河北省,130000,2009,1.6454499521289E11
河南省,410000,2009,1.3994290566844302E11
黑龙江省,230000,2009,1.3440065954241762E11
湖北省,420000,2009,7.222421091823602E10
湖南省,430000,2009,5.914749529257256E10
吉林省,220000,2009,7.09788043433161E10
江苏省,320000,2009,2.7450750003896832E11
江西省,360000,2009,4.987029936739567E10
辽宁省,210000,2009,1.1432565040741269E11
青海省,630000,2009,6.054575569339332E10
山东省,370000,2009,2.3731789536013037E11
山西省,140000,2009,1.2350095040378331E11
陕西省,610000,2009,9.645859161235526E10
四川省,510000,2009,1.0053878679890979E11
台湾省,710000,2009,53394.10851715686
云南省,530000,2009,9.246571538866122E10
浙江省,330000,2009,1.6058909659672388E11
北京市,110000,2009,6.598157534062799E10
上海市,310000,2009,6.202683065608964E10
天津市,120000,2009,5.295756518199438E10
重庆市,500000,2009,3.127731634803261E10
广西壮族自治区,450000,2009,6.259357569998147E10
内蒙古自治区,150000,2009,1.7140513539369232E11
宁夏回族自治区,640000,2009,2.5009786599174164E10
西藏自治区,540000,2009,8.62208837788595E10
新疆维吾尔自治区,650000,2009,2.1813761509457272E11
澳门特别行政区,820000,2009,6984740.250980392
