county,countyCode,year,total_sol,city,cityCode,province,provinceCode
射洪市,510981,2013,3370.578965875038,遂宁市,510900,四川省,510000
巴州区,511902,2013,3725.648512437764,巴中市,511900,四川省,510000
恩阳区,511903,2013,323.77387921710806,巴中市,511900,四川省,510000
成华区,510108,2013,15210.246803728734,成都市,510100,四川省,510000
金牛区,510106,2013,14838.205860551207,成都市,510100,四川省,510000
锦江区,510104,2013,10936.161085912292,成都市,510100,四川省,510000
龙泉驿区,510112,2013,20798.311838429352,成都市,510100,四川省,510000
郫都区,510117,2013,18675.142443184755,成都市,510100,四川省,510000
青白江区,510113,2013,9519.618054022274,成都市,510100,四川省,510000
青羊区,510105,2013,9900.485048982213,成都市,510100,四川省,510000
双流区,510116,2013,43812.695156661895,成都市,510100,四川省,510000
温江区,510115,2013,9370.552538913835,成都市,510100,四川省,510000
武侯区,510107,2013,26670.171092882338,成都市,510100,四川省,510000
新都区,510114,2013,18253.825828408262,成都市,510100,四川省,510000
新津区,510118,2013,5859.530304194665,成都市,510100,四川省,510000
达川区,511703,2013,4306.59277400953,达州市,511700,四川省,510000
通川区,511702,2013,3067.277705537102,达州市,511700,四川省,510000
旌阳区,510603,2013,11502.92096833084,德阳市,510600,四川省,510000
罗江区,510604,2013,1017.700528112346,德阳市,510600,四川省,510000
广安区,511602,2013,3376.6343168083354,广安市,511600,四川省,510000
前锋区,511603,2013,2249.51862525116,广安市,511600,四川省,510000
朝天区,510812,2013,794.6472520149806,广元市,510800,四川省,510000
利州区,510802,2013,7422.030643810245,广元市,510800,四川省,510000
昭化区,510811,2013,1046.2597158453045,广元市,510800,四川省,510000
金口河区,511113,2013,448.653955863796,乐山市,511100,四川省,510000
沙湾区,511111,2013,1289.327110968267,乐山市,511100,四川省,510000
市中区,511102,2013,5485.5717385264,乐山市,511100,四川省,510000
五通桥区,511112,2013,1958.8977271062486,乐山市,511100,四川省,510000
江阳区,510502,2013,4067.905391331865,泸州市,510500,四川省,510000
龙马潭区,510504,2013,2786.9213835272135,泸州市,510500,四川省,510000
纳溪区,510503,2013,1153.5447486064013,泸州市,510500,四川省,510000
东坡区,511402,2013,4898.0203734898105,眉山市,511400,四川省,510000
彭山区,511403,2013,2600.726325464599,眉山市,511400,四川省,510000
安州区,510705,2013,1940.7554795171704,绵阳市,510700,四川省,510000
涪城区,510703,2013,12433.056474520059,绵阳市,510700,四川省,510000
游仙区,510704,2013,3782.8373961885773,绵阳市,510700,四川省,510000
高坪区,511303,2013,5182.459514076565,南充市,511300,四川省,510000
嘉陵区,511304,2013,3251.312118719139,南充市,511300,四川省,510000
顺庆区,511302,2013,6965.479239269915,南充市,511300,四川省,510000
东兴区,511011,2013,2673.6798507672324,内江市,511000,四川省,510000
市中区,511002,2013,2979.4782423759207,内江市,511000,四川省,510000
东区,510402,2013,7193.8826205196365,攀枝花市,510400,四川省,510000
仁和区,510411,2013,7695.23762367628,攀枝花市,510400,四川省,510000
西区,510403,2013,2614.592958876783,攀枝花市,510400,四川省,510000
安居区,510904,2013,954.6885210094498,遂宁市,510900,四川省,510000
船山区,510903,2013,6841.939455662525,遂宁市,510900,四川省,510000
名山区,511803,2013,715.1458274476669,雅安市,511800,四川省,510000
雨城区,511802,2013,1617.247612923033,雅安市,511800,四川省,510000
翠屏区,511502,2013,4616.013602450549,宜宾市,511500,四川省,510000
南溪区,511503,2013,1843.7752186696903,宜宾市,511500,四川省,510000
叙州区,511504,2013,4216.1462120908145,宜宾市,511500,四川省,510000
雁江区,512002,2013,3638.563577940534,资阳市,512000,四川省,510000
大安区,510304,2013,1454.638087847537,自贡市,510300,四川省,510000
贡井区,510303,2013,975.2981007121359,自贡市,510300,四川省,510000
沿滩区,510311,2013,2239.4524071165156,自贡市,510300,四川省,510000
自流井区,510302,2013,2140.0186612337243,自贡市,510300,四川省,510000
峨边彝族自治县,511132,2013,692.6827977061272,乐山市,511100,四川省,510000
马边彝族自治县,511133,2013,553.6155080795288,乐山市,511100,四川省,510000
北川羌族自治县,510726,2013,1579.4536299268407,绵阳市,510700,四川省,510000
怀宁县,340822,2013,2512.109695497974,安庆市,340800,安徽省,340000
宿松县,340826,2013,809.2364382119155,安庆市,340800,安徽省,340000
太湖县,340825,2013,907.2578974664503,安庆市,340800,安徽省,340000
望江县,340827,2013,1281.3267868774778,安庆市,340800,安徽省,340000
岳西县,340828,2013,1043.4487623072432,安庆市,340800,安徽省,340000
固镇县,340323,2013,2100.220668371343,蚌埠市,340300,安徽省,340000
怀远县,340321,2013,3682.196954660673,蚌埠市,340300,安徽省,340000
五河县,340322,2013,2063.392094087659,蚌埠市,340300,安徽省,340000
利辛县,341623,2013,2784.4345113625127,亳州市,341600,安徽省,340000
蒙城县,341622,2013,5769.842595939892,亳州市,341600,安徽省,340000
涡阳县,341621,2013,4744.3111576335095,亳州市,341600,安徽省,340000
东至县,341721,2013,1673.9484342320588,池州市,341700,安徽省,340000
青阳县,341723,2013,1883.9412863725834,池州市,341700,安徽省,340000
石台县,341722,2013,232.2330629454524,池州市,341700,安徽省,340000
定远县,341125,2013,5139.410205838027,滁州市,341100,安徽省,340000
凤阳县,341126,2013,4690.789245656717,滁州市,341100,安徽省,340000
来安县,341122,2013,4764.12407334377,滁州市,341100,安徽省,340000
全椒县,341124,2013,5443.537826499869,滁州市,341100,安徽省,340000
阜南县,341225,2013,3079.3895832714493,阜阳市,341200,安徽省,340000
临泉县,341221,2013,3404.9131294436315,阜阳市,341200,安徽省,340000
太和县,341222,2013,4747.715692652791,阜阳市,341200,安徽省,340000
颍上县,341226,2013,5454.537320124694,阜阳市,341200,安徽省,340000
肥东县,340122,2013,11332.291290262398,合肥市,340100,安徽省,340000
肥西县,340123,2013,11856.677111281722,合肥市,340100,安徽省,340000
庐江县,340124,2013,4967.549536787646,合肥市,340100,安徽省,340000
长丰县,340121,2013,8910.336475144006,合肥市,340100,安徽省,340000
濉溪县,340621,2013,15644.572047795622,淮北市,340600,安徽省,340000
凤台县,340421,2013,6370.650059149544,淮南市,340400,安徽省,340000
寿县,340422,2013,2807.212577028543,淮南市,340400,安徽省,340000
祁门县,341024,2013,159.00760199541554,黄山市,341000,安徽省,340000
歙县,341021,2013,1010.9784291845326,黄山市,341000,安徽省,340000
休宁县,341022,2013,979.8507322345292,黄山市,341000,安徽省,340000
黟县,341023,2013,109.34911906576039,黄山市,341000,安徽省,340000
霍邱县,341522,2013,4287.636707470756,六安市,341500,安徽省,340000
霍山县,341525,2013,1923.84084688054,六安市,341500,安徽省,340000
金寨县,341524,2013,1893.65712968412,六安市,341500,安徽省,340000
舒城县,341523,2013,3175.2812361921165,六安市,341500,安徽省,340000
当涂县,340521,2013,9244.150112551915,马鞍山市,340500,安徽省,340000
含山县,340522,2013,3078.0450180785915,马鞍山市,340500,安徽省,340000
和县,340523,2013,4384.4391494575075,马鞍山市,340500,安徽省,340000
