Sgnyea,Ctnm,Ctnm_id,Cttyp,Prvcnm_id,Prvcnm,Gdpct01,Gdpct02,Gdpct03,Gdpct04,GDP_PerCapita
1993,萍乡市,360300,地级市,360000,江西省,26.6467,,,,
1993,九江市,360400,地级市,360000,江西省,29.5554,,,,
1993,新余市,360500,地级市,360000,江西省,24.2851,,,,
1993,鹰潭市,360600,地级市,360000,江西省,2.6201,,,,
1993,济南市,370100,副省级市,370000,山东省,181.534,,,,
1993,青岛市,370200,副省级市,370000,山东省,213.441,,,,
1993,淄博市,370300,地级市,370000,山东省,233.403,,,,
1993,枣庄市,370400,地级市,370000,山东省,61.1542,,,,
1993,东营市,370500,地级市,370000,山东省,103.917,,,,
1993,烟台市,370600,地级市,370000,山东省,65.4047,,,,
1993,潍坊市,370700,地级市,370000,山东省,79.8167,,,,
1993,济宁市,370800,地级市,370000,山东省,51.1822,,,,
1993,泰安市,370900,地级市,370000,山东省,40.1722,,,,
1993,威海市,371000,地级市,370000,山东省,55.9884,,,,
1993,日照市,371100,地级市,370000,山东省,31.1526,,,,
1993,莱芜市,371200,地级市,370000,山东省,44.4289,,,,
1993,临沂市,371300,地级市,370000,山东省,57.8406,,,,
1993,德州市,371400,地级市,370000,山东省,28.5512,,,,
1993,长沙市,430100,地级市,430000,湖南省,100.392,,,,
1993,株洲市,430200,地级市,430000,湖南省,50.3927,,,,
1993,湘潭市,430300,地级市,430000,湖南省,37.4325,,,,
1993,衡阳市,430400,地级市,430000,湖南省,32.7409,,,,
1993,邵阳市,430500,地级市,430000,湖南省,16.1599,,,,
1993,岳阳市,430600,地级市,430000,湖南省,37.1109,,,,
1993,常德市,430700,地级市,430000,湖南省,41.6124,,,,
1993,张家界市,430800,地级市,430000,湖南省,5.1936,,,,
1993,益阳市,430900,地级市,430000,湖南省,13.0576,,,,
1993,郴州市,431000,地级市,430000,湖南省,13.3792,,,,
1993,永州市,431100,地级市,430000,湖南省,12.9237,,,,
1993,怀化市,431200,地级市,430000,湖南省,10.6116,,,,
1993,广州市,440100,副省级市,440000,广东省,549.463,,,,
1993,韶关市,440200,地级市,440000,广东省,41.3637,,,,
1993,深圳市,440300,副省级市,440000,广东省,435.603,,,,
1993,珠海市,440400,地级市,440000,广东省,97.4565,,,,
1993,汕头市,440500,地级市,440000,广东省,68.2631,,,,
1993,佛山市,440600,地级市,440000,广东省,76.746,,,,
1993,江门市,440700,地级市,440000,广东省,37.7273,,,,
1993,湛江市,440800,地级市,440000,广东省,56.8661,,,,
1993,茂名市,440900,地级市,440000,广东省,39.4147,,,,
1993,肇庆市,441200,地级市,440000,广东省,32.4346,,,,
1993,惠州市,441300,地级市,440000,广东省,37.662,,,,
1993,梅州市,441400,地级市,440000,广东省,11.5512,,,,
1993,汕尾市,441500,地级市,440000,广东省,9.7923,,,,
1993,河源市,441600,地级市,440000,广东省,12.3863,,,,
1993,阳江市,441700,地级市,440000,广东省,20.2629,,,,
1993,清远市,441800,地级市,440000,广东省,20.9061,,,,
1993,东莞市,441900,地级市,440000,广东省,114.948,,,,
1993,中山市,442000,地级市,440000,广东省,98.0331,,,,
1993,潮州市,445100,地级市,440000,广东省,16.6808,,,,
1993,揭阳市,445200,地级市,440000,广东省,15.6982,,,,
1993,云浮市,445300,地级市,440000,广东省,34.5135,,,,
1993,海口市,460100,地级市,460000,海南省,69.8673,,,,12893
1993,三亚市,460200,地级市,460000,海南省,15.6153,,,,4097
1993,沈阳市,210100,副省级市,210000,辽宁省,402.4487,,,,
1993,大连市,210200,副省级市,210000,辽宁省,382.0978,,,,
1993,鞍山市,210300,地级市,210000,辽宁省,264.3597,,,,
1993,抚顺市,210400,地级市,210000,辽宁省,111.3858,,,,
1993,本溪市,210500,地级市,210000,辽宁省,79,,,,
1993,丹东市,210600,地级市,210000,辽宁省,77.2255,,,,
1993,锦州市,210700,地级市,210000,辽宁省,98.3676,,,,
1993,营口市,210800,地级市,210000,辽宁省,64.0533,,,,
1993,阜新市,210900,地级市,210000,辽宁省,41.9507,,,,
1993,辽阳市,211000,地级市,210000,辽宁省,79.3222,,,,
1993,盘锦市,211100,地级市,210000,辽宁省,111.6103,,,,
1993,铁岭市,211200,地级市,210000,辽宁省,70.5683,,,,
1993,朝阳市,211300,地级市,210000,辽宁省,70.9834,,,,
1993,葫芦岛市,211400,地级市,210000,辽宁省,71.4912,,,,
1993,南京市,320100,副省级市,320000,江苏省,339.4533,,,,
1993,镇江市,321100,地级市,320000,江苏省,153.1697,,,,
1993,泰州市,321200,地级市,320000,江苏省,23.0234,,,,
1993,宿迁市,321300,地级市,320000,江苏省,16.095,,,,
1993,石嘴山市,640200,地级市,640000,宁夏回族自治区,18.8492,14.6,59.8,25.6,
1993,吴忠市,640300,地级市,640000,宁夏回族自治区,31.4401,27.5,46,26.5,
1993,固原市,640400,地级市,640000,宁夏回族自治区,9.1273,47.4,20.3,32.3,
1993,银川市,640100,地级市,640000,宁夏回族自治区,37.9646,14.3,45.9,39.8,
1993,宁波市,330200,副省级市,330000,浙江省,316.42,,,,6104
1993,嘉兴市,330400,地级市,330000,浙江省,178.09,,,,5538
1993,湖州市,330500,地级市,330000,浙江省,128.4,,,,5164
1993,绍兴市,330600,地级市,330000,浙江省,200.77,,,,4799
1993,舟山市,330900,地级市,330000,浙江省,41.34,,,,4229
1993,金华市,330700,地级市,330000,浙江省,158.53,,,,3679
1993,衢州市,330800,地级市,330000,浙江省,64.02,,,,2740
1993,丽水市,331100,地级市,330000,浙江省,53.83,,,,2229
1993,杭州市,330100,副省级市,330000,浙江省,394.77,,,,6751
1993,西宁市,630100,地级市,630000,青海省,31.8796,,,,
1993,海东市,630200,地级市,630000,青海省,17.1443,,,,
1993,海北藏族自治州,632200,地级市,630000,青海省,4.8202,,,,
1993,玉树藏族自治州,632700,地级市,630000,青海省,2.18,,,,
1993,重庆市,500000,直辖市,500000,重庆市,611.05,23.2,44.8,32,2165
1993,无锡市,320200,地级市,320000,江苏省,441.4134,,,,
1993,徐州市,320300,地级市,320000,江苏省,209.7303,,,,
1993,常州市,320400,地级市,320000,江苏省,223.8962,,,,
1993,苏州市,320500,地级市,320000,江苏省,525.9554,,,,
1993,南通市,320600,地级市,320000,江苏省,251.2115,,,,
1993,连云港市,320700,地级市,320000,江苏省,77.3797,,,,
1993,盐城市,320900,地级市,320000,江苏省,167.1392,,,,
1993,扬州市,321000,地级市,320000,江苏省,319.0875,,,,
1993,秦皇岛市,130300,地级市,130000,河北省,97.7,,,,3854
1993,邯郸市,130400,地级市,130000,河北省,171.26,,,,2202
1993,邢台市,130500,地级市,130000,河北省,102.03,,,,1647
1993,保定市,130600,地级市,130000,河北省,64.37,,,,3889
1993,张家口市,130700,地级市,130000,河北省,84.59,,,,1971
1993,承德市,130800,地级市,130000,河北省,62.11,,,,1822
1993,廊坊市,131000,地级市,130000,河北省,99.54,,,,2844
1993,沧州市,130900,地级市,130000,河北省,122.25,,,,1959
1993,衡水市,131100,地级市,130000,河北省,76.44,,,,1940
1993,石家庄市,130100,地级市,130000,河北省,282.5,,,,3434
1993,唐山市,130200,地级市,130000,河北省,273.38,,,,4081
1993,呼和浩特市,150100,地级市,150000,内蒙古自治区,57.1987,,,,
1993,包头市,150200,地级市,150000,内蒙古自治区,94.6892,,,,
1993,乌海市,150300,地级市,150000,内蒙古自治区,13.9725,,,,
1993,赤峰市,150400,地级市,150000,内蒙古自治区,71.7753,,,,
1993,呼伦贝尔市,150700,地级市,150000,内蒙古自治区,63.8842,,,,
