countycode,plngdppc2001,plngdppc2002,plngdppc2003,plngdppc2004,plngdppc2005,plngdppc2006,plngdppc2007,plngdppc2008,plngdppc2009,plngdppc2010,plngdppc2011,plngdppc2012,plngdppc2013,plngdppc2014,plngdppc2015,plngdppc2016,plngdppc2017,plngdppc2018,plngdppc2019,plngdppc2020,plngdppc2021,id,county,city,citycode,province,provincecode
420303,8.2723694,8.3789215,8.494319,8.6106653,8.8301163,8.9870501,9.1513462,9.3477583,9.3739223,9.5817623,9.7507782,9.9450169,10.029374,10.098431,10.168811,10.221581,10.265523,10.314703,10.386208,10.46277,10.568905,1505,张湾区,十堰市,420300,湖北省,420000
420304,7.8047876,7.8886986,8.0366821,8.2141962,8.3996286,8.524868,8.7366219,8.8963842,8.9880161,9.1791925,9.3661194,9.6311378,9.7738514,9.8063364,9.8531446,9.8879728,9.973918,10.046708,10.133849,10.195012,10.293971,1506,郧阳区,十堰市,420300,湖北省,420000
420322,7.8501525,7.8877826,7.9476819,8.1324701,8.3565674,8.5286655,8.7111006,8.9145155,9.0595474,9.2689734,9.5072937,9.6748838,9.7234564,9.7453337,9.79601,9.8459263,9.8914776,9.9582634,10.025578,10.091583,10.210783,1507,郧西县,十堰市,420300,湖北省,420000
420323,7.784071,7.8871746,8.097784,8.2870569,8.4464865,8.5728798,8.7059317,8.8963699,8.9901991,9.2045765,9.3766336,9.527112,9.6999197,9.6769915,9.7220268,9.750433,9.8168802,9.8870821,9.9302702,9.9984217,10.107681,1508,竹山县,十堰市,420300,湖北省,420000
420324,7.7616525,7.8953829,8.0029125,8.3134451,8.4264574,8.4925194,8.6643658,8.6987562,8.9607763,9.1982565,9.3596754,9.4715519,9.5562658,9.6436119,9.6952276,9.8151979,9.8970747,9.9490051,9.9944935,10.035831,10.126446,1509,竹溪县,十堰市,420300,湖北省,420000
420325,7.9279704,8.0085936,8.1236734,8.2540894,8.3925896,8.5398998,8.7207556,8.9048738,9.0678177,9.3038177,9.4278316,9.5861931,9.6884165,9.6855993,9.7080078,9.7693043,9.8436623,9.9608688,10.047211,10.169849,10.267502,1510,房县,十堰市,420300,湖北省,420000
420381,8.0028896,8.1256914,8.2467299,8.4482994,8.6116896,8.7587595,8.9218197,9.1286383,9.2262125,9.4284859,9.5761328,9.7357616,9.874259,9.9485159,10.006007,10.0399,10.096368,10.147548,10.205921,10.26303,10.360013,1511,丹江口市,十堰市,420300,湖北省,420000
420502,9.4770784,9.6213789,9.7718067,9.9361038,10.080511,10.230988,10.376996,10.556953,10.591352,10.81261,10.998896,11.187533,11.27736,11.33803,11.402961,11.449994,11.490242,11.556984,11.636064,11.695689,11.77961,1512,西陵区,宜昌市,420500,湖北省,420000
420503,9.3717937,9.4962692,9.5881472,9.8261099,9.9103746,10.084728,10.25124,10.419143,10.476352,10.761112,10.911175,11.085536,11.234956,11.299859,11.358766,11.404498,11.45061,11.526037,11.60452,11.656087,11.746882,1513,伍家岗区,宜昌市,420500,湖北省,420000
420504,9.0640478,9.1857624,9.3074303,9.4913816,9.6189766,9.8666496,9.934845,10.092883,10.192446,10.48177,10.554246,10.74565,10.940665,11.020419,11.079369,11.137646,11.208281,11.276474,11.353785,11.432461,11.513448,1514,点军区,宜昌市,420500,湖北省,420000
420505,9.1429682,9.2758627,9.3688755,9.6044178,9.7198601,9.9698334,10.091931,10.307483,10.449454,10.656582,10.824107,11.00867,11.176157,11.220204,11.287887,11.337297,11.382744,11.453455,11.51879,11.584135,11.674754,1515,猇亭区,宜昌市,420500,湖北省,420000
420506,8.9957047,9.1456242,9.2309313,9.4676409,9.6602764,9.7629175,9.9163046,10.098258,10.151278,10.355741,10.55587,10.741235,10.881043,10.936985,10.986852,11.021178,11.082524,11.161023,11.217477,11.279245,11.37921,1516,夷陵区,宜昌市,420500,湖北省,420000
420525,8.8970881,8.9973049,9.0952311,9.2960787,9.45119,9.5667839,9.7359009,9.9596415,9.9934359,10.300124,10.473464,10.638327,10.833583,10.908485,10.962543,10.997829,11.043787,11.095972,11.144473,11.196421,11.287554,1517,远安县,宜昌市,420500,湖北省,420000
420526,8.8762064,9.0274763,9.1846256,9.3524284,9.5142794,9.640234,9.8030405,10.011605,10.056585,10.276913,10.423082,10.631779,10.698966,10.74055,10.799781,10.867908,10.936428,10.977859,11.012718,11.065665,11.187539,1518,兴山县,宜昌市,420500,湖北省,420000
420527,8.8837099,9.0169907,9.0993748,9.307682,9.552495,9.6452122,9.6979494,9.8340063,10.000585,10.227859,10.359043,10.621612,10.741495,10.794775,10.838195,10.868053,10.936957,10.986049,11.029937,11.091517,11.219244,1519,秭归县,宜昌市,420500,湖北省,420000
420528,8.6849098,8.8924122,8.9726706,9.1395721,9.2406664,9.406929,9.6481524,9.8883629,9.9030294,10.178862,10.297312,10.519036,10.677154,10.696725,10.745009,10.794241,10.87238,10.960373,11.027498,11.097621,11.197443,1520,长阳土家族自治县,宜昌市,420500,湖北省,420000
420529,8.4494677,8.8034496,8.924408,9.1409111,9.2613173,9.3851986,9.4382544,9.7031536,9.6442146,10.168085,10.203397,10.311093,10.654757,10.704803,10.768291,10.855042,10.946379,10.995358,11.042794,11.102661,11.190186,1521,五峰土家族自治县,宜昌市,420500,湖北省,420000
420581,8.9069414,9.0619745,9.2085524,9.415987,9.5537367,9.6834593,9.9398537,10.048949,10.060419,10.416766,10.487313,10.711626,10.904109,10.973134,11.028156,11.05892,11.128639,11.194806,11.244172,11.306639,11.429727,1522,宜都市,宜昌市,420500,湖北省,420000
420582,8.9453707,9.0017958,9.1203327,9.3519955,9.4296341,9.6172342,9.7631226,9.9805374,10.006083,10.262218,10.436331,10.604941,10.791871,10.832018,10.882322,10.947756,11.01556,11.09895,11.156969,11.225286,11.342736,1523,当阳市,宜昌市,420500,湖北省,420000
420583,8.8999186,9.0670013,9.1702566,9.3838511,9.5869541,9.7390709,9.8963871,10.03693,10.098406,10.320192,10.458385,10.660542,10.913963,10.992682,11.046768,11.075952,11.1432,11.217789,11.279642,11.347689,11.475808,1524,枝江市,宜昌市,420500,湖北省,420000
420602,8.9694033,9.0424585,9.1290188,9.3194561,9.4997826,9.6363125,9.8100519,10.016769,10.089705,10.250779,10.533895,10.575796,10.730156,10.81008,10.859083,10.910648,10.974751,11.030631,11.089252,11.171988,11.29094,1525,襄城区,襄阳市,420600,湖北省,420000
420606,9.0905724,9.1517162,9.280592,9.4224358,9.6379375,9.7929821,9.9641647,10.17834,10.189142,10.401832,10.594817,10.709516,10.840283,10.912416,10.958214,11.005676,11.067134,11.129461,11.191756,11.257669,11.371227,1526,樊城区,襄阳市,420600,湖北省,420000
420607,8.760169,8.8793364,8.940258,9.1558867,9.3433027,9.4883709,9.6550455,9.903327,9.9338493,10.124668,10.337222,10.461946,10.621438,10.703719,10.751106,10.795905,10.880892,10.95472,11.028275,11.115376,11.225603,1527,襄州区,襄阳市,420600,湖北省,420000
420624,8.5488749,8.6847954,8.7416668,8.9357662,9.0784216,9.1980019,9.3868132,9.6033468,9.6923037,9.8823767,10.083758,10.265071,10.393953,10.445576,10.480637,10.533724,10.613311,10.656994,10.735097,10.813566,10.913305,1528,南漳县,襄阳市,420600,湖北省,420000
420625,8.6154013,8.7636671,8.8830948,8.9729605,9.0799141,9.2705069,9.4747562,9.7254934,9.7614622,9.9583759,10.134726,10.323449,10.420207,10.473989,10.509661,10.571205,10.627529,10.692687,10.748754,10.828479,10.937881,1529,谷城县,襄阳市,420600,湖北省,420000
420626,8.5146446,8.6062374,8.738678,8.898735,9.080904,9.1883841,9.3755941,9.5556879,9.629324,9.8971682,10.061893,10.188727,10.382528,10.426262,10.470833,10.483984,10.537569,10.610598,10.66006,10.72792,10.832686,1530,保康县,襄阳市,420600,湖北省,420000
420682,8.626688,8.8878937,8.8550167,9.1048126,9.161808,9.2552786,9.4801979,9.7723598,9.8523178,10.051805,10.293499,10.310672,10.53327,10.610005,10.64767,10.679597,10.759617,10.807747,10.860328,10.924797,11.064848,1531,老河口市,襄阳市,420600,湖北省,420000
420683,8.6323853,8.7220678,8.8880777,9.0410261,9.1879683,9.3287573,9.5440512,9.7612066,9.8229008,10.018029,10.240414,10.420779,10.521559,10.572669,10.608164,10.658835,10.727442,10.776417,10.837698,10.904567,11.028994,1532,枣阳市,襄阳市,420600,湖北省,420000
420684,8.6088657,8.7492075,8.881176,9.0594397,9.1179304,9.3134928,9.577322,9.7417917,9.8872099,9.9716215,10.179143,10.323665,10.464099,10.545009,10.582184,10.586324,10.662033,10.727427,10.828819,10.883813,10.99429,1533,宜城市,襄阳市,420600,湖北省,420000
420702,8.4028273,8.629425,8.9000788,9.1023293,8.8889246,9.041214,9.2182169,9.7213402,9.5307198,10.033945,10.369119,10.438643,10.655141,10.766377,10.8033,10.834801,10.94887,11.074242,11.180101,11.237794,11.394346,1534,梁子湖区,鄂州市,420700,湖北省,420000
420703,8.5786381,8.8687868,9.0874624,9.2599878,9.3935986,9.4306402,9.7963943,10.068204,10.087959,10.397928,10.668407,10.777681,10.99155,11.042287,11.115539,11.170196,11.242162,11.334578,11.417692,11.485329,11.598088,1535,华容区,鄂州市,420700,湖北省,420000
420704,9.1682854,9.3386002,9.5117559,9.6478968,9.7862883,9.9073277,10.137924,10.284318,10.339425,10.592416,10.772286,10.907099,11.070774,11.125966,11.172791,11.216331,11.272713,11.340567,11.399708,11.472655,11.589262,1536,鄂城区,鄂州市,420700,湖北省,420000
420802,9.0016661,9.1016655,9.2530756,9.3887215,9.5915375,9.7554255,9.9303017,10.096941,10.103689,10.320861,10.473088,10.626136,10.767145,10.825376,10.883488,10.933383,11.013596,11.080097,11.150672,11.216758,11.318506,1537,东宝区,荆门市,420800,湖北省,420000
420804,9.1044016,9.2189217,9.3476152,9.5284986,9.6676702,9.85182,10.030771,10.204888,10.265875,10.469234,10.69593,10.787641,10.948836,11.011851,11.063146,11.112783,11.200459,11.268174,11.324885,11.382691,11.480448,1538,掇刀区,荆门市,420800,湖北省,420000
420822,8.743125,8.8771038,8.9906473,9.1575222,9.2640057,9.4946289,9.6735687,9.8500032,9.884058,10.119538,10.384981,10.413436,10.624491,10.62875,10.686378,10.754359,10.822927,10.886151,10.971755,11.071921,11.173192,1539,沙洋县,荆门市,420800,湖北省,420000
420881,8.7402506,8.8711166,8.949873,9.1507101,9.3087082,9.4567137,9.7150154,9.9092388,9.9632845,10.157851,10.383759,10.537738,10.65404,10.713558,10.767364,10.804878,10.86911,10.92301,10.994862,11.051892,11.151608,1540,钟祥市,荆门市,420800,湖北省,420000
420882,8.7813978,8.9185352,8.9889383,9.1570425,9.3248806,9.5136347,9.6939526,9.8948212,9.8951616,10.151362,10.384742,10.519586,10.636117,10.6879,10.735498,10.747618,10.862741,10.922873,10.977994,11.040208,11.156476,1541,京山市,荆门市,420800,湖北省,420000
420902,8.4646311,8.6305799,8.7507877,8.9435358,9.1317053,9.2330656,9.4831514,9.6059952,9.6442575,9.8910599,10.144435,10.233427,10.319106,10.389124,10.443642,10.494579,10.562445,10.635928,10.714944,10.773731,10.879382,1542,孝南区,孝感市,420900,湖北省,420000
420921,8.2290983,8.3244705,8.4188328,8.6292582,8.7434158,8.9208088,9.1795578,9.3089514,9.38099,9.549963,9.8546495,9.9466619,10.093749,10.163795,10.272468,10.33322,10.397386,10.472078,10.549909,10.599354,10.700978,1543,孝昌县,孝感市,420900,湖北省,420000
420922,8.2025805,8.2737417,8.3953648,8.5616236,8.6834917,8.8636389,9.1082869,9.2838011,9.3588514,9.5784254,9.8100681,9.9166183,10.021328,10.082435,10.132639,10.176177,10.257528,10.320683,10.529053,10.484971,10.603097,1544,大悟县,孝感市,420900,湖北省,420000
420923,8.3975296,8.5844564,8.6666441,8.8331432,8.9964676,9.1492424,9.3367519,9.5252657,9.5703859,9.7066813,10.02628,10.095633,10.212215,10.261565,10.288642,10.334104,10.393974,10.464976,10.536467,10.607131,10.722152,1545,云梦县,孝感市,420900,湖北省,420000
420981,8.3179932,8.4499226,8.5744505,8.7528238,8.9476309,9.0838118,9.2693253,9.4293165,9.5042944,9.6757774,9.8783455,10.031429,10.188494,10.264783,10.321012,10.358965,10.422102,10.486334,10.564098,10.651406,10.748541,1546,应城市,孝感市,420900,湖北省,420000
420982,8.311965,8.4155579,8.5616932,8.7196426,8.8536139,9.0154095,9.2475996,9.3743877,9.4971247,9.6714249,9.9098063,9.9921341,10.188879,10.221808,10.272546,10.338717,10.384864,10.457763,10.531119,10.591588,10.693548,1547,安陆市,孝感市,420900,湖北省,420000
420984,8.304388,8.4748631,8.5033703,8.7152405,8.8266306,8.9776001,9.2492762,9.4245501,9.4204464,9.7220659,10.012367,10.078733,10.26203,10.338715,10.399993,10.433913,10.485966,10.550035,10.615936,10.666936,10.784094,1548,汉川市,孝感市,420900,湖北省,420000
421002,8.3664227,8.5044966,8.6568003,8.8575211,9.0105391,9.1295681,9.3226013,9.5158987,9.5634689,9.8118439,9.9972076,10.097696,10.274425,10.343781,10.413502,10.466805,10.528499,10.598883,10.675218,10.743046,10.860406,1549,沙市区,荆州市,421000,湖北省,420000
421003,8.255887,8.4390278,8.5388317,8.7476959,8.8882275,9.0394793,9.2281199,9.3673067,9.4213419,9.6280985,9.7795343,10.021358,10.157609,10.21016,10.26797,10.316515,10.387126,10.451439,10.532127,10.633435,10.746262,1550,荆州区,荆州市,421000,湖北省,420000
421022,8.1313457,8.2962646,8.4263983,8.6428909,8.7639961,8.9457541,9.1247139,9.3033094,9.347126,9.5494175,9.7178593,9.8653355,10.036234,10.097013,10.160716,10.212943,10.280049,10.352549,10.405958,10.479884,10.616595,1551,公安县,荆州市,421000,湖北省,420000
421023,8.1230736,8.3012419,8.3351717,8.5503693,8.6686735,8.8744621,9.0590477,9.2115574,9.2731285,9.4720535,9.6771965,9.7966061,9.9477997,10.005948,10.077102,10.100317,10.178681,10.25031,10.320471,10.376486,10.486591,1552,监利市,荆州市,421000,湖北省,420000
421024,7.9040213,8.2033949,8.251195,8.4631882,8.517931,8.7144222,8.9623232,9.1441288,9.1617851,9.4701748,9.6430292,9.7349415,9.8954754,10.029722,10.145419,10.207655,10.275523,10.342956,10.417255,10.477752,10.592171,1553,江陵县,荆州市,421000,湖北省,420000
421081,8.1811581,8.286622,8.4503326,8.6278906,8.8007736,8.935997,9.1249485,9.2919073,9.2891741,9.5048676,9.7177744,9.7781458,10.017859,10.088588,10.154092,10.215054,10.26565,10.341234,10.404122,10.475146,10.571506,1554,石首市,荆州市,421000,湖北省,420000
421083,8.1782885,8.2094002,8.3534555,8.5785265,8.6885729,8.7862978,9.0482664,9.2069244,9.2511826,9.4382114,9.7044086,9.8252954,9.9932261,10.062652,10.118332,10.150891,10.216876,10.336503,10.413818,10.478029,10.578254,1555,洪湖市,荆州市,421000,湖北省,420000
421087,8.0759945,8.1710358,8.3996973,8.588479,8.7283812,8.9037933,9.0723305,9.2325115,9.3299541,9.5071497,9.6560431,9.7869549,9.9835539,10.041336,10.109116,10.167187,10.25752,10.329513,10.388814,10.463304,10.567354,1556,松滋市,荆州市,421000,湖北省,420000
421102,8.3675108,8.4193926,8.6958303,8.8597794,8.9939346,9.1276951,9.3827686,9.5257826,9.5431738,9.7437983,10.002223,10.17493,10.313861,10.390228,10.44943,10.51054,10.569345,10.631076,10.709907,10.779159,10.883558,1557,黄州区,黄冈市,421100,湖北省,420000
421121,7.8816886,8.0718651,8.2839041,8.4490528,8.5866165,8.6770582,9.0477047,9.2076797,9.2375011,9.3814163,9.757472,9.8726559,10.088167,10.182411,10.182566,10.208892,10.277788,10.343007,10.432127,10.482914,10.631537,1558,团风县,黄冈市,421100,湖北省,420000
421122,8.118166,8.1762056,8.3576164,8.4642496,8.6056919,8.7835159,8.973588,9.1489925,9.3324699,9.4611731,9.7143803,9.8432198,9.9544067,10.014876,10.107396,10.108449,10.185069,10.225463,10.304024,10.434844,10.565478,1559,红安县,黄冈市,421100,湖北省,420000
421123,8.0555487,8.1549091,8.3081503,8.4606018,8.6101732,8.7471333,8.972311,9.1671238,9.2024479,9.3948097,9.7288094,9.7746649,9.8762598,9.9436245,9.9841928,10.06774,10.160627,10.280232,10.328321,10.383646,10.512665,1560,罗田县,黄冈市,421100,湖北省,420000
421124,7.9850678,8.119627,8.2740698,8.4393511,8.5749998,8.6804914,8.9146566,9.117034,9.140708,9.3668394,9.5957088,9.7316074,9.8552103,9.9476042,9.9991522,10.080155,10.161379,10.207593,10.282186,10.350471,10.483524,1561,英山县,黄冈市,421100,湖北省,420000
421125,8.1439857,8.2048807,8.3904028,8.5163746,8.6772871,8.8111591,9.0341253,9.2440681,9.3046589,9.4493351,9.6974592,9.856184,10.017439,10.086634,10.118726,10.164354,10.23052,10.305272,10.377896,10.444221,10.565862,1562,浠水县,黄冈市,421100,湖北省,420000
421126,8.0613604,8.1851101,8.3088436,8.4839411,8.6029425,8.7591991,8.9635582,9.1320524,9.3322573,9.4794474,9.7246151,9.8023443,9.8921556,9.948245,9.9974213,10.062715,10.147447,10.227839,10.296464,10.344993,10.488646,1563,蕲春县,黄冈市,421100,湖北省,420000
421127,8.1681433,8.2427006,8.4157028,8.5031929,8.6928101,8.8680038,9.1129246,9.2246275,9.2950363,9.5243235,9.696909,9.8614483,10.031608,10.096388,10.152863,10.1788,10.257287,10.320257,10.396138,10.445985,10.577861,1564,黄梅县,黄冈市,421100,湖北省,420000
421181,8.0325184,8.1688871,8.327755,8.5088024,8.613781,8.80618,8.9984055,9.1840258,9.2650805,9.4448624,9.7207775,9.8174219,9.9731226,10.069882,10.123884,10.161208,10.237479,10.303098,10.376471,10.440531,10.569345,1565,麻城市,黄冈市,421100,湖北省,420000
421182,8.1668396,8.2686472,8.4685984,8.6416302,8.7251215,8.8404703,9.1297894,9.3412094,9.1558561,9.4135189,9.7342978,9.9139576,10.135696,10.187578,10.255708,10.292268,10.353782,10.413994,10.478615,10.541767,10.652251,1566,武穴市,黄冈市,421100,湖北省,420000
421202,8.5794582,8.6663923,8.844964,9.0494528,9.146841,9.2493477,9.5379772,9.764451,9.8280802,10.027361,10.208099,10.32323,10.466671,10.522754,10.581788,10.633372,10.701972,10.770554,10.837529,10.895326,10.999387,1567,咸安区,咸宁市,421200,湖北省,420000
421221,8.3245821,8.4953566,8.5588846,8.8489971,8.9221125,9.0593357,9.3280392,9.5391626,9.5190687,9.7221756,9.9864178,10.125202,10.322683,10.405996,10.486453,10.595642,10.662799,10.705867,10.799915,10.842327,10.946121,1568,嘉鱼县,咸宁市,421200,湖北省,420000
421222,8.4304266,8.5365391,8.6637831,8.8973875,9.0183439,9.1956558,9.4663134,9.6164522,9.5632801,9.7673244,10.0552,10.169571,10.306211,10.357312,10.405288,10.475742,10.557558,10.609002,10.674653,10.716534,10.844147,1569,通城县,咸宁市,421200,湖北省,420000
421223,8.3522978,8.424468,8.5201731,8.76124,8.8280888,9.0061245,9.2641058,9.4473133,9.4223413,9.6741581,9.9330654,10.03663,10.195204,10.234334,10.293259,10.355518,10.429983,10.498598,10.546446,10.61173,10.732116,1570,崇阳县,咸宁市,421200,湖北省,420000
421224,8.2989349,8.4096375,8.4554405,8.6695337,8.8018122,9.0022087,9.2407618,9.4254446,9.4983425,9.7176189,9.9510317,10.044466,10.207863,10.263222,10.314011,10.362271,10.429127,10.447927,10.52756,10.581061,10.677035,1571,通山县,咸宁市,421200,湖北省,420000
421281,8.4946547,8.597188,8.7033482,8.9367189,9.0353117,9.1995649,9.4116459,9.6137552,9.6136332,9.7912693,10.05853,10.193989,10.356607,10.408765,10.462206,10.497101,10.572116,10.643687,10.730584,10.794683,10.925665,1572,赤壁市,咸宁市,421200,湖北省,420000
421303,8.520628,8.6687384,8.8116026,8.9694653,9.1464186,9.3273849,9.5026445,9.6851482,9.7056532,9.9605274,10.224516,10.313284,10.400892,10.470104,10.529385,10.578721,10.645475,10.701165,10.772101,10.831407,10.941657,1573,曾都区,随州市,421300,湖北省,420000
421321,8.1023464,8.3231096,8.3928194,8.576169,8.693511,8.843297,8.9922724,9.2249613,9.3441372,9.5716925,9.7483511,9.8633318,10.119978,10.214983,10.262776,10.323124,10.371862,10.420607,10.473995,10.535336,10.646143,1574,随县,随州市,421300,湖北省,420000
421381,8.3401718,8.5041027,8.5784969,8.763917,8.8903408,9.0397129,9.2627306,9.4921494,9.5427952,9.6940765,9.9465828,10.041983,10.20868,10.259769,10.311266,10.360226,10.427303,10.493539,10.565802,10.630432,10.755035,1575,广水市,随州市,421300,湖北省,420000
422801,7.9390063,8.0801859,8.2296114,8.4566021,8.6360254,8.7914114,8.9143047,9.1297035,9.2542839,9.4279861,9.5364952,9.7592487,9.9028835,9.9482946,9.9815264,10.059578,10.120043,10.198205,10.267661,10.321775,10.450356,1576,恩施市,恩施土家族苗族自治州,422800,湖北省,420000
422802,7.8200212,7.8742781,8.0758448,8.2912579,8.4434023,8.6769218,8.7672949,8.9671583,9.0909462,9.2709265,9.4809113,9.5839815,9.8250952,9.8925018,9.9400444,10.006661,10.060447,10.115788,10.176241,10.230471,10.336677,1577,利川市,恩施土家族苗族自治州,422800,湖北省,420000
422822,7.8592982,7.9437513,8.119998,8.2934284,8.4636736,8.5985689,8.7488089,8.9344769,9.0520124,9.2605829,9.4123363,9.588109,9.8033886,9.8404922,9.8867216,9.9789267,10.032845,10.072403,10.123591,10.179258,10.292387,1578,建始县,恩施土家族苗族自治州,422800,湖北省,420000
422823,7.8384957,8.1036758,8.1963186,8.3727961,8.5175581,8.6328783,8.7610321,8.9048586,9.1978731,9.3240042,9.4624796,9.6573133,9.7900524,9.8253021,9.8855124,9.9671106,10.021246,10.0785,10.129934,10.182526,10.30065,1579,巴东县,恩施土家族苗族自治州,422800,湖北省,420000
422825,7.9240193,7.9626775,8.1294765,8.2963085,8.4422445,8.5929251,8.7789164,8.9462519,9.0765686,9.2283669,9.4080458,9.6065683,9.721776,9.7325182,9.7948828,9.8817101,9.9504251,10.015046,10.099951,10.169712,10.268787,1580,宣恩县,恩施土家族苗族自治州,422800,湖北省,420000
422826,7.8820748,7.9240923,8.1146908,8.3089247,8.4269953,8.640439,8.7861557,8.9634457,9.1458263,9.2772417,9.4457903,9.6201601,9.7576694,9.7739325,9.8280964,9.9302473,9.9942427,10.037372,10.115523,10.163317,10.297659,1581,咸丰县,恩施土家族苗族自治州,422800,湖北省,420000
422827,7.9145608,7.9754667,8.1687784,8.3951378,8.5656204,8.7312307,8.8020802,9.0215502,9.1386576,9.3129511,9.4863577,9.6711569,9.8688908,9.9664154,10.037312,10.073099,10.114568,10.165489,10.255523,10.304037,10.400091,1582,来凤县,恩施土家族苗族自治州,422800,湖北省,420000
422828,7.7877865,7.8378506,8.1175852,8.2670975,8.3579302,8.4773836,8.5938883,8.8381491,8.9097252,9.1426315,9.3057556,9.4608707,9.653697,9.6741333,9.7049417,9.8299179,9.8895149,9.9711781,10.010006,10.058604,10.198074,1583,鹤峰县,恩施土家族苗族自治州,422800,湖北省,420000
429004,8.6220655,8.797657,8.9681549,9.1221876,9.2855511,9.4263506,9.6340981,9.8181057,9.8284445,10.026799,10.358007,10.386122,10.535451,10.581368,10.635024,10.676449,10.754512,10.821729,10.935,11.00537,11.124941,1584,仙桃市,仙桃市,429004,湖北省,420000
429005,8.8684921,9.0428581,9.1617489,9.3470335,9.5059814,9.6369858,9.8315048,10.032911,10.088453,10.320717,10.50968,10.678553,10.802366,10.86198,10.924949,10.969524,11.056078,11.118187,11.179683,11.244464,11.343541,1585,潜江市,潜江市,429005,湖北省,420000
429006,8.3266573,8.4170341,8.5787086,8.7269173,8.8898029,9.06847,9.2911663,9.4820786,9.4875107,9.7262783,9.9866962,10.08919,10.250516,10.309912,10.364861,10.414268,10.473222,10.528186,10.604052,10.676301,10.775273,1586,天门市,天门市,429006,湖北省,420000
429021,8.2266636,8.4179029,8.5981264,8.8110552,8.9491625,9.0568504,9.2265377,9.309659,9.4286041,9.7436228,9.9029675,10.023073,10.082722,10.128201,10.167445,10.212847,10.271793,10.316001,10.367451,10.441717,10.566166,1587,神农架林区,神农架林区,429021,湖北省,420000
430102,9.9050245,9.9552155,10.141277,10.295009,10.516458,10.67764,10.828204,10.994582,11.056488,11.245181,11.480461,11.539966,11.68322,11.744015,11.809597,11.863899,11.905519,11.953973,12.021975,12.074541,12.181225,1588,芙蓉区,长沙市,430100,湖南省,430000
430103,9.7283983,9.8068085,10.010801,10.196592,10.380164,10.54184,10.690886,10.887093,10.970211,11.138995,11.359948,11.467581,11.619668,11.677015,11.734939,11.784061,11.831234,11.885832,11.947859,11.997572,12.100545,1589,天心区,长沙市,430100,湖南省,430000
430104,9.6308823,9.6983089,9.8803234,10.061104,10.26448,10.454734,10.61482,10.795041,10.859947,11.051331,11.258479,11.376761,11.560046,11.620405,11.675735,11.722913,11.764316,11.820665,11.886806,11.948799,12.049214,1590,岳麓区,长沙市,430100,湖南省,430000
430105,9.7527037,9.7658777,10.02772,10.171376,10.400216,10.538821,10.718677,10.905908,10.921075,11.112453,11.360243,11.481895,11.602818,11.660346,11.718328,11.76946,11.816983,11.873086,11.935367,11.995625,12.097744,1591,开福区,长沙市,430100,湖南省,430000
430111,9.7095938,9.8027735,9.9964809,10.176699,10.356915,10.505224,10.679365,10.853725,10.913393,11.105346,11.34167,11.440774,11.569865,11.625619,11.691951,11.747356,11.79034,11.845896,11.917001,11.976063,12.079084,1592,雨花区,长沙市,430100,湖南省,430000
430112,9.3314352,9.4924326,9.6340742,9.8619823,9.9937677,10.218859,10.450453,10.639176,10.637424,10.839945,11.036344,11.241179,11.405656,11.477332,11.559114,11.606258,11.673114,11.74619,11.825158,11.87637,11.985994,1593,望城区,长沙市,430100,湖南省,430000
430121,9.4658813,9.5340052,9.7347765,9.9226608,10.065872,10.198071,10.435754,10.594193,10.653696,10.823326,11.108165,11.234983,11.413271,11.481656,11.535801,11.60716,11.661388,11.728901,11.791047,11.851288,11.962362,1594,长沙县,长沙市,430100,湖南省,430000
430181,9.2797489,9.3732567,9.5625811,9.7337236,9.9031992,10.036205,10.235344,10.379886,10.430125,10.601101,10.828693,10.975397,11.111476,11.170568,11.228877,11.2964,11.367094,11.448789,11.515919,11.589478,11.69396,1595,浏阳市,长沙市,430100,湖南省,430000
430182,9.235918,9.3527346,9.5301247,9.7295189,9.8863707,9.9995298,10.255725,10.396374,10.457942,10.649196,10.895927,11.016134,11.212521,11.285898,11.344636,11.403361,11.480476,11.544237,11.598203,11.655845,11.757793,1596,宁乡市,长沙市,430100,湖南省,430000
430202,9.1996832,9.2324171,9.4956493,9.6544647,9.7822971,9.9011421,10.139853,10.343094,10.359542,10.519711,10.802536,10.961024,11.060363,11.123569,11.193684,11.256901,11.320879,11.36996,11.432303,11.494104,11.592817,1597,荷塘区,株洲市,430200,湖南省,430000
430203,9.1260805,9.2600708,9.3991261,9.5637598,9.7133789,9.7945776,10.13174,10.336246,10.329513,10.517158,10.7845,10.860971,11.013067,11.067643,11.127102,11.185832,11.247118,11.294613,11.372,11.431102,11.523342,1598,芦淞区,株洲市,430200,湖南省,430000
430204,9.2887993,9.3295755,9.5945616,9.6782455,9.8988991,9.9706259,10.181056,10.385136,10.354842,10.543305,10.765176,10.950554,11.098392,11.150552,11.205782,11.254577,11.307419,11.360845,11.428388,11.485903,11.587481,1599,石峰区,株洲市,430200,湖南省,430000
430211,9.1777115,9.2748909,9.4642649,9.6412334,9.7550879,9.8611279,10.134742,10.329742,10.336556,10.53264,10.799176,10.897817,11.078568,11.121146,11.194314,11.257167,11.322557,11.371336,11.446202,11.492183,11.587462,1600,天元区,株洲市,430200,湖南省,430000
